cik,list_broad_quantity_E,list_commodity_E,list_competition_E,list_consumer_E,list_elections_P,list_exchange_rate_E,list_financial_crisis_E,list_govt_enterprises_P,list_govt_spending_P,list_healthcare_E,list_inflation_E,list_interest_rates_E,list_invest_sentiment_E,list_ip_E,list_labor_disputes_E,list_labor_markets_E,list_litigation_E,list_monetary_P,list_other_financial_E,list_policy_agri_P,list_policy_food_P,list_policy_trade_P,list_real_estate_E,list_reg_energy_p,list_reg_finance_P,list_reg_generic_P,list_reg_housing_P,list_reg_immigration_P,list_reg_ip_P,list_reg_labor_P,list_reg_lawsuit_P,list_reg_other_P,list_security_P,list_taxes_P,list_trade_E,list_transport_P,list_welfare_P,sentences
1584754,0,18,4,0,0,6,0,0,0,0,3,0,0,256,4,13,44,0,0,0,0,16,0,2,31,119,0,0,4,1,0,15,8,6,0,0,0,1613.0
1584831,0,0,6,0,0,5,0,0,0,0,0,5,0,3,0,24,0,0,0,0,0,0,0,0,20,108,0,0,0,0,0,0,10,105,0,0,3,1710.0
1584952,1,535,29,0,0,0,0,0,0,0,4,27,0,5,0,14,48,0,0,0,0,0,0,118,68,449,8,0,0,5,7,0,5,74,0,3,0,2900.0
1585002,0,13,0,0,0,7,0,0,0,3,1,9,0,40,0,4,8,0,0,0,0,1,0,0,0,16,0,0,0,0,0,0,3,1,0,0,0,461.0
1585023,4,0,0,0,0,0,0,4,0,0,0,72,0,0,0,15,4,14,22,0,0,0,148,0,52,86,4,0,0,0,0,0,0,37,0,0,0,872.0
1585064,0,18,3,0,0,0,0,0,0,0,3,90,0,24,0,15,71,3,15,0,0,0,16,0,43,161,0,0,0,11,0,0,9,69,0,0,6,1912.0
1585101,14,42,0,2,6,19,5,10,0,21,30,95,0,0,0,27,30,0,40,0,0,3,669,0,84,163,15,0,0,70,0,0,64,425,0,0,5,5042.0
1585219,13,7,0,0,0,0,0,0,0,0,0,80,0,10,4,16,13,1,30,0,0,0,309,0,85,142,15,0,0,65,0,0,38,276,0,0,5,3170.0
1585364,3,40,12,1,15,22,0,0,0,98,2,5,0,74,0,5,82,2,0,0,38,2,0,0,12,199,0,0,0,3,0,0,9,154,0,0,29,1857.0
1585389,0,6,0,6,0,33,0,0,3,0,3,38,0,0,0,12,6,6,12,0,0,0,122,0,10,72,6,0,0,26,0,0,21,215,3,0,3,1933.0
1585583,8,45,0,14,0,0,0,0,0,38,3,14,0,40,12,192,103,0,0,0,6,7,17,0,41,176,0,0,0,102,0,0,13,68,0,0,0,2917.0
1585608,0,38,4,0,0,12,0,0,0,379,0,0,0,456,0,16,104,0,0,12,195,0,0,0,33,399,0,0,25,0,5,0,3,7,0,0,4,2764.0
1585689,13,20,0,10,3,30,0,0,0,0,8,24,0,124,15,48,58,0,5,0,0,5,56,0,21,215,0,0,0,18,0,0,49,125,0,0,0,2940.0
1585755,0,2,0,2,0,0,0,0,0,0,0,0,0,14,0,6,5,0,1,0,0,0,1,0,19,23,0,0,0,1,1,0,7,1,0,0,0,452.0
1585790,4,59,0,0,0,1,0,0,4,4,0,15,0,5,6,12,24,0,0,0,0,0,0,39,6,178,0,0,0,8,2,0,0,24,0,3,0,1403.0
1585854,0,9,0,0,0,20,0,0,0,0,0,0,0,38,2,16,16,0,0,0,0,2,0,0,6,27,0,0,0,1,0,0,0,34,0,0,0,833.0
1586049,0,13,0,0,8,19,0,0,0,129,0,1,0,288,0,21,70,0,0,0,28,4,0,0,9,212,0,2,9,0,3,0,0,53,0,0,30,2057.0
1586105,0,42,0,0,0,19,0,0,0,711,2,1,0,562,0,42,299,0,1,0,483,1,0,0,25,730,0,0,25,10,0,0,10,61,0,0,65,5350.0
1586227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,1,0,0,0,0,109.0
1586300,1,43,0,1,0,4,0,0,0,0,0,2,0,0,3,10,5,1,0,0,0,0,0,0,2,34,0,0,0,0,0,0,2,15,0,0,0,624.0
1586372,2,7,0,2,0,0,1,0,0,11,0,0,0,85,0,8,26,0,0,0,3,0,0,0,23,42,0,0,4,0,0,0,6,2,0,0,0,1159.0
1586454,20,19,0,0,0,0,2,0,0,0,5,41,0,0,0,17,13,15,20,0,0,0,90,0,40,133,0,0,0,0,0,0,0,5,0,0,0,932.0
1586495,4,10,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,12,8,0,0,0,0,0,0,4,0,0,0,0,415.0
1586573,3,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,0,0,0,132.0
1586609,0,4,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,2,2,19,0,0,0,1,0,0,2,1,0,0,0,219.0
1586727,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,4,1,0,0,0,0,0,0,4,1,0,0,0,123.0
1586988,0,2,0,0,1,0,0,0,0,0,0,0,0,14,0,6,7,1,0,0,0,0,0,0,11,22,0,0,0,2,2,0,2,2,0,0,0,354.0
1587221,0,26,3,0,0,2,0,0,2,311,0,0,0,319,1,16,114,0,0,0,223,2,0,0,23,316,0,0,14,0,2,0,4,7,0,0,28,2485.0
1587246,0,315,0,0,0,0,0,0,0,7,7,23,0,5,15,24,9,0,0,0,0,0,0,75,20,380,0,0,0,17,0,5,15,352,0,0,0,3884.0
1587476,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,8,1,0,0,0,0,0,0,0,13,6,0,0,0,0,0,0,1,2,0,0,0,224.0
1587523,1,15,4,0,0,19,0,0,0,0,4,10,0,57,5,7,38,0,0,0,0,9,0,1,7,21,0,0,0,0,0,0,5,156,0,0,0,1180.0
1587732,0,223,10,0,0,0,0,0,0,10,0,37,0,0,5,14,5,10,0,0,0,10,0,10,28,277,0,0,0,15,0,0,11,80,0,0,0,1600.0
1587755,2,6,0,6,0,6,0,0,0,0,0,8,0,5,0,15,14,0,0,0,0,0,28,0,10,36,0,0,0,5,0,0,6,12,0,0,0,715.0
1587987,16,27,24,0,6,8,4,0,29,0,0,57,0,49,0,26,85,5,5,0,0,8,16,0,40,211,0,0,4,0,2,0,20,128,0,0,0,3523.0
1588014,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,3,5,0,0,0,0,0,0,0,7,6,0,0,0,0,0,0,0,1,0,0,0,185.0
1588216,0,421,23,0,0,0,0,0,0,0,1,30,1,0,0,0,5,1,0,0,0,0,0,80,67,166,0,0,0,0,0,0,0,35,0,0,0,2071.0
1588238,2,239,10,0,0,0,0,0,0,0,2,12,0,0,2,3,7,0,0,0,0,0,0,47,25,169,0,0,0,0,2,0,0,27,0,0,0,1176.0
1588272,16,36,8,4,0,12,0,0,24,43,0,130,0,12,0,12,18,0,0,0,8,0,2,0,88,153,0,0,0,0,1,0,22,163,0,0,0,3293.0
1588869,0,1,0,0,0,0,0,0,0,0,0,1,2,0,1,5,2,0,0,0,0,1,0,0,12,15,0,0,0,0,0,0,4,4,0,0,0,388.0
1588972,0,42,4,0,0,2,0,0,4,494,7,4,0,519,5,32,134,0,0,0,323,9,0,0,41,574,0,0,43,5,0,0,8,53,0,0,71,4294.0
1589061,0,3,0,0,2,0,0,2,0,33,3,21,0,0,0,3,13,0,0,0,0,0,63,0,0,20,0,0,0,0,0,0,6,25,0,0,9,736.0
1589094,0,21,9,0,0,6,0,0,0,1,6,3,0,103,0,11,53,0,0,0,0,3,0,0,17,100,0,0,3,0,0,0,6,119,0,0,0,2008.0
1589149,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,6,6,0,0,0,0,4,0,0,8,49,0,0,0,2,2,0,4,6,0,0,0,550.0
1589361,0,9,0,0,0,0,0,0,0,96,3,0,0,184,3,23,36,0,0,0,87,3,0,0,27,259,0,0,6,0,0,0,3,11,0,0,0,1446.0
1589526,8,31,0,4,0,12,0,0,0,0,1,32,4,33,9,16,6,0,0,0,0,14,8,0,34,117,0,0,0,8,0,0,13,47,0,0,0,1927.0
1590364,2,42,0,0,0,4,2,0,0,0,0,8,0,0,2,4,13,2,0,0,0,0,0,2,11,109,0,0,0,4,0,0,14,148,0,2,0,1161.0
1590383,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,9,6,0,0,0,0,0,0,0,11,42,0,0,0,0,0,0,0,3,0,0,0,714.0
1590418,0,4,0,0,0,0,0,0,0,0,7,0,0,13,0,13,14,0,0,0,0,0,0,0,54,60,0,0,0,0,0,0,16,0,0,0,0,981.0
1590496,0,7,2,2,0,1,0,0,0,0,0,1,0,15,0,4,13,0,0,0,0,1,2,0,16,47,0,0,1,0,0,6,5,2,0,10,0,837.0
1590560,0,21,3,0,0,0,0,0,0,64,0,0,0,97,0,8,20,0,0,0,51,0,0,0,5,149,0,0,4,0,0,0,0,9,0,0,0,1033.0
1590565,3,4,0,0,0,7,0,0,0,0,1,0,0,0,0,1,4,5,0,0,0,1,0,0,28,46,0,0,0,0,0,0,3,27,0,0,0,430.0
1590584,15,417,0,0,0,23,0,0,0,0,10,7,0,5,10,21,16,5,0,0,0,4,0,1,15,193,0,0,0,0,0,0,0,296,0,0,0,2680.0
1590695,0,12,3,3,0,0,0,0,0,12,3,0,0,15,3,2,51,0,0,0,9,1,3,0,18,58,0,0,0,0,0,0,0,3,0,0,0,711.0
1590714,2,28,6,0,3,16,0,0,0,0,1,8,0,51,0,6,19,0,0,0,0,5,0,2,18,105,0,0,1,0,0,0,3,53,0,0,0,1127.0
1590715,0,18,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,31,0,0,0,0,0,0,0,2,0,0,0,392.0
1590717,0,22,0,0,1,0,0,0,0,266,12,47,0,0,3,14,10,1,0,0,0,0,81,0,27,137,0,0,0,10,5,0,0,295,0,0,86,2370.0
1590750,2,39,5,2,0,0,0,0,0,385,7,0,0,453,3,29,116,0,0,0,209,0,0,0,28,487,0,0,16,5,21,0,6,73,0,0,103,4058.0
1590799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
1590877,3,164,57,0,18,0,5,0,0,365,4,0,0,686,4,29,152,0,0,0,231,4,0,0,41,655,0,0,18,8,24,0,8,35,0,0,55,4678.0
1590895,0,4,2,14,0,0,0,0,0,0,19,4,0,1,8,20,24,0,0,0,0,1,0,0,4,127,0,0,0,1,0,0,18,43,0,0,2,1205.0
1590955,0,0,5,0,1,0,0,0,2,9,0,3,0,81,0,79,68,0,0,0,0,0,8,0,18,163,0,0,0,1,0,0,5,84,0,0,0,2070.0
1590976,8,17,0,19,1,5,2,0,0,0,0,50,0,81,0,34,64,0,5,0,0,12,0,0,32,116,0,0,5,5,0,0,0,196,0,0,0,2279.0
1591096,0,39,12,0,0,0,0,0,0,228,4,0,0,293,0,0,114,0,0,0,220,0,0,4,13,419,0,0,12,4,0,0,4,134,0,0,0,3456.0
1591517,3,16,0,12,2,5,0,0,0,0,11,38,0,38,0,10,7,0,0,0,6,0,2,0,3,64,0,0,0,0,0,0,0,34,0,0,0,1082.0
1591588,0,171,0,0,0,10,0,0,0,0,30,17,0,5,0,20,28,0,0,0,0,0,0,0,45,97,0,0,0,0,1,0,0,71,0,0,1,1272.0
1591615,1,3,3,6,0,0,0,0,0,0,1,1,0,1,0,12,4,0,0,0,0,3,0,0,21,87,0,0,0,3,0,0,0,24,0,0,0,850.0
1591670,5,63,0,0,0,0,0,2,2,4,10,70,0,4,0,8,58,10,20,0,0,2,122,0,31,91,0,0,0,2,0,0,5,376,0,0,4,2693.0
1591698,5,20,0,0,0,0,0,0,1,6,0,15,0,97,5,152,76,0,0,0,0,0,0,0,49,160,0,0,0,0,0,0,5,159,0,0,5,2452.0
1591763,0,393,22,0,0,0,0,0,0,0,10,29,0,0,1,30,20,0,0,0,0,38,0,196,65,503,2,0,0,0,0,0,13,371,0,4,0,3921.0
1591768,2,0,0,2,0,2,0,0,0,0,0,0,0,8,0,10,7,0,0,0,0,0,0,0,34,29,0,0,0,0,0,0,1,2,0,0,0,466.0
1591834,0,134,3,0,0,0,0,0,0,0,0,12,0,0,0,2,3,0,0,0,0,0,4,19,10,46,1,0,0,11,0,0,9,40,0,0,0,746.0
1591877,0,8,4,0,0,2,1,0,0,0,0,1,0,25,0,6,16,0,0,0,0,2,0,0,1,44,0,0,2,0,0,0,8,17,0,0,0,642.0
1591890,0,39,0,0,0,0,0,0,0,0,10,5,0,0,5,24,20,0,0,0,0,2,3,0,60,193,0,0,0,0,0,0,0,24,0,0,0,2059.0
1591913,0,1,2,10,0,3,0,0,0,0,2,3,0,15,1,4,9,1,0,0,0,1,0,0,4,19,0,0,0,0,0,0,4,3,0,0,0,388.0
1592000,0,459,25,0,0,0,0,0,0,0,3,31,0,0,0,23,14,0,0,0,0,9,0,193,42,455,3,0,0,5,0,10,9,68,0,5,0,3569.0
1592016,4,24,0,0,0,28,0,0,0,0,4,8,0,135,4,18,54,0,0,0,0,12,0,1,36,137,0,0,0,0,0,0,8,66,0,0,0,2223.0
1592057,0,18,5,0,7,8,0,0,0,0,0,12,0,0,6,2,23,0,0,0,0,6,0,40,6,91,0,0,0,0,14,0,2,142,0,0,0,1109.0
1592058,0,10,0,6,0,2,0,0,0,0,0,12,0,32,0,15,19,0,2,0,0,3,0,0,6,15,0,0,0,5,1,0,2,7,0,0,0,657.0
1592288,0,31,8,0,0,0,4,0,0,231,2,0,0,326,2,16,60,0,0,0,165,2,0,0,13,347,0,0,10,2,4,0,4,27,0,0,18,2258.0
1592329,9,0,0,1,0,0,6,10,0,0,0,33,0,0,0,7,3,10,14,0,0,0,77,0,35,62,1,0,0,0,0,0,2,6,0,0,0,474.0
1592365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,103.0
1592379,5,10,5,24,0,5,0,0,2,44,5,29,0,63,18,104,139,0,0,0,1,0,5,0,36,170,0,0,0,56,0,0,2,63,0,0,17,2921.0
1592386,0,24,25,0,4,12,3,0,0,0,18,8,0,34,0,17,41,12,0,0,0,3,0,0,92,192,0,0,0,3,0,0,10,135,0,0,0,1546.0
1592407,2,4,0,2,0,0,2,0,0,0,0,24,0,0,0,12,2,8,2,0,0,0,39,0,29,38,0,0,0,0,0,0,0,0,0,0,0,265.0
1592480,3,60,0,5,0,0,0,0,0,0,1,4,0,7,0,19,20,0,0,0,0,1,25,17,25,107,0,0,0,0,2,0,10,5,0,0,0,1403.0
1592603,0,7,0,0,0,0,0,0,0,51,0,0,0,9,0,15,3,0,0,0,45,0,1,0,42,108,0,0,0,0,1,0,0,0,0,0,0,733.0
1592745,0,20,0,0,0,0,0,0,0,0,0,51,0,0,0,7,6,2,17,0,0,0,149,0,24,53,2,0,0,29,0,0,16,148,0,0,0,1707.0
1592782,0,0,0,0,0,5,0,0,0,0,0,3,0,15,0,3,9,0,3,0,0,0,0,0,24,69,0,0,0,0,0,0,12,3,0,0,0,684.0
1593001,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,12,4,0,0,0,0,0,0,1,40,12,0,0,0,0,0,0,0,0,0,0,0,594.0
1593034,2,16,16,0,7,7,0,0,0,197,0,10,0,85,1,4,71,0,0,0,138,3,0,1,4,204,0,0,1,1,4,0,1,88,0,0,31,1363.0
1593195,3,32,1,15,0,0,0,0,0,0,0,37,0,55,20,37,61,0,0,0,0,13,11,0,18,48,0,0,0,7,1,21,5,72,0,0,3,2170.0
1593204,7,0,0,3,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,9,4,0,0,0,0,0,0,4,0,0,0,0,442.0
1593222,3,6,0,6,0,0,0,0,4,0,6,40,0,0,0,18,22,0,0,0,0,1,70,3,4,72,0,0,0,3,0,0,9,170,0,0,0,1590.0
1593470,0,2,0,2,0,2,0,0,0,0,0,0,0,2,2,7,24,0,0,0,0,0,0,0,51,18,0,0,0,0,0,0,2,21,0,0,0,790.0
1593538,3,14,0,0,3,8,0,14,6,0,0,74,0,0,0,29,30,0,1,0,0,0,2,0,60,195,0,0,0,0,0,0,0,78,0,0,0,1883.0
1593548,4,8,0,4,1,19,0,0,0,0,2,6,0,117,0,10,46,0,0,0,0,4,2,0,14,204,0,0,3,2,3,0,8,50,0,0,0,2021.0
1593549,0,13,0,6,0,0,0,0,0,120,0,0,0,129,0,10,17,0,3,0,109,0,0,0,27,181,0,0,1,1,0,0,1,3,0,0,3,1461.0
1593812,1,9,8,0,3,4,4,0,0,0,473,4,0,0,0,0,4,20,0,0,0,0,0,0,24,32,0,0,0,0,0,0,0,8,0,0,0,734.0
1593936,1,25,0,10,0,15,0,0,0,1,10,18,0,0,5,42,43,1,0,0,0,11,10,0,0,64,0,0,0,5,0,5,19,22,0,0,0,1415.0
1594012,1,0,0,0,0,0,0,0,0,2,0,21,0,0,0,3,1,5,9,0,0,0,18,0,32,23,0,0,0,0,0,0,3,1,0,0,0,217.0
1594109,0,6,0,10,0,0,0,0,0,0,2,2,0,53,0,18,45,0,0,0,0,2,2,0,6,36,0,0,4,1,0,0,6,25,0,0,1,849.0
1594204,6,16,0,0,0,9,0,0,0,0,33,0,0,3,0,6,0,9,0,0,0,0,0,0,21,36,0,0,0,0,0,0,12,6,0,0,0,736.0
1594219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
1594337,4,18,2,2,0,0,0,0,0,230,0,0,0,111,0,6,39,0,0,0,157,0,0,0,9,239,0,0,2,2,0,0,4,12,0,0,26,1657.0
1594466,4,356,26,2,0,0,0,0,0,0,5,20,0,1,1,5,9,0,0,0,0,1,0,46,64,140,0,0,0,0,0,0,0,79,0,0,2,1866.0
1594590,12,112,0,0,0,3,0,0,0,0,0,2,0,3,10,18,19,3,0,0,0,0,0,6,3,183,0,0,0,0,3,0,35,129,0,0,0,1643.0
1594617,4,22,6,6,0,4,0,0,0,4,2,10,0,53,2,22,35,0,2,0,0,2,26,4,13,98,0,0,2,13,0,0,19,78,0,0,0,1392.0
1594686,0,28,0,40,0,0,0,0,0,4,15,67,0,0,0,17,22,0,10,0,0,0,76,0,35,102,0,0,0,9,0,0,24,213,0,0,0,2260.0
1594864,0,11,2,0,0,0,0,0,1,109,1,0,0,138,3,9,36,0,0,0,81,1,0,0,3,141,0,0,3,1,2,0,1,8,0,0,10,1119.0
1594879,0,15,0,12,0,0,0,0,0,40,0,0,0,24,12,91,70,0,4,0,4,0,1,0,16,142,0,0,0,36,0,0,4,39,0,0,0,1976.0
1595097,0,43,5,0,1,5,0,0,0,444,0,0,0,201,0,40,39,0,0,0,334,5,0,0,39,507,0,0,13,5,0,0,5,45,0,0,69,3105.0
1595140,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,6,0,0,0,0,98.0
1595248,2,19,5,2,0,0,0,0,0,165,1,0,0,267,1,10,53,0,0,0,103,1,0,0,28,261,0,0,9,0,4,0,1,16,0,0,16,1875.0
1595262,0,12,0,0,0,7,0,0,0,21,0,8,0,34,0,6,34,0,0,0,0,0,0,0,2,25,0,0,0,2,2,0,4,19,0,0,0,751.0
1595326,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,2,7,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,137.0
1595527,0,6,0,2,0,0,0,3,0,0,0,140,0,0,0,9,12,3,71,0,0,0,361,0,17,62,4,0,0,10,0,0,50,356,0,0,0,3050.0
1595552,4,4,0,10,0,0,0,0,0,6,1,3,0,6,1,5,5,0,1,0,0,0,5,0,6,12,0,0,1,1,0,0,1,3,0,0,0,295.0
1595585,0,7,2,0,0,0,2,0,0,168,2,0,0,135,2,16,33,0,0,0,133,3,0,0,9,196,0,0,4,0,1,0,3,14,0,0,11,1102.0
1595627,5,5,0,0,0,0,0,18,0,0,8,55,0,0,0,37,36,1,17,0,0,0,318,0,52,103,3,0,0,2,0,0,26,331,0,0,0,2664.0
1595974,5,49,27,5,1,19,0,0,1,0,0,5,0,167,0,87,105,0,0,0,0,0,0,0,21,415,0,0,0,4,0,2,5,175,0,0,2,4568.0
1596062,4,5,0,0,0,0,0,0,0,45,2,2,0,91,0,8,26,0,0,0,37,0,0,0,27,93,0,0,10,0,0,0,2,0,0,0,0,677.0
1596089,1,11,2,2,0,1,0,0,0,0,0,2,0,13,0,6,9,0,0,0,0,1,0,1,3,30,0,0,1,0,0,0,2,63,0,0,0,437.0
1596532,0,77,8,0,12,20,0,0,10,0,6,1,0,388,0,76,259,2,0,0,0,43,0,0,31,204,0,2,11,0,0,0,12,90,0,0,0,4478.0
1596783,5,20,5,0,0,26,0,0,0,68,5,24,0,150,0,19,51,0,3,0,20,7,0,6,15,187,0,0,0,0,0,0,5,92,0,0,0,1793.0
1596946,0,17,0,0,7,7,0,0,0,124,0,0,0,240,0,9,80,0,0,0,65,16,0,0,8,230,0,0,9,0,3,0,0,58,0,0,6,1979.0
1596961,2,19,0,8,0,0,0,0,0,0,0,5,0,60,0,8,26,0,2,0,0,0,0,0,12,16,0,0,5,0,0,0,2,3,0,0,0,1027.0
1596967,0,15,3,0,0,6,0,0,0,0,3,3,0,0,0,25,21,0,0,0,0,3,0,0,29,109,0,0,0,0,0,0,3,70,0,0,0,952.0
1596993,16,151,0,0,4,9,2,0,10,0,0,15,0,5,21,97,46,1,1,0,0,9,1,9,14,165,0,4,0,5,0,0,62,99,0,0,0,2786.0
1597033,0,39,27,5,12,41,0,0,1,10,31,47,0,164,5,28,84,5,10,0,0,0,1,0,15,174,0,0,10,5,0,1,20,133,0,5,2,2729.0
1597131,0,156,0,0,0,2,0,0,0,0,2,0,0,56,2,9,24,0,0,0,0,4,0,4,2,54,0,0,2,0,0,0,4,16,0,0,0,710.0
1597264,0,71,7,0,22,6,8,0,0,383,0,0,0,570,0,16,114,0,0,0,214,4,0,0,15,521,0,0,20,4,5,0,4,52,0,0,47,3740.0
1597313,0,75,6,0,4,12,0,0,4,419,11,0,0,337,12,27,100,0,0,0,248,14,0,2,53,443,0,0,18,4,0,0,4,34,0,0,61,4010.0
1597503,3,4,0,0,0,1,0,0,1,14,2,1,0,0,0,5,10,0,2,0,0,0,19,0,28,44,0,0,0,1,0,0,0,22,0,0,2,466.0
1597553,16,47,0,0,0,4,2,0,2,460,0,0,0,677,0,9,97,0,0,0,313,4,0,0,10,527,0,0,12,0,4,0,6,40,0,0,56,3544.0
1597672,3,11,0,0,0,6,0,0,0,0,3,9,0,14,9,3,17,0,0,0,0,6,0,17,4,89,0,0,0,0,5,0,3,42,0,0,0,856.0
1597846,0,1,0,0,0,0,0,0,0,0,0,0,1,4,0,0,2,0,0,0,0,0,0,0,6,17,0,0,0,0,0,0,0,5,0,0,0,333.0
1597892,3,6,0,0,0,9,3,0,0,6,12,0,0,0,0,21,12,0,3,0,3,0,0,0,24,129,0,0,0,0,0,0,3,12,0,0,0,812.0
1597929,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,73.0
1598014,0,7,8,0,13,9,0,0,0,0,0,3,0,37,0,2,56,0,0,0,0,0,3,0,4,116,0,3,0,0,3,0,6,105,0,0,0,1075.0
1598428,0,75,4,0,0,0,0,0,0,0,0,7,4,0,4,10,0,0,0,0,0,2,0,0,3,65,0,0,0,5,0,0,0,94,0,0,0,933.0
1598646,5,30,10,0,0,15,0,0,0,440,10,0,0,491,5,41,110,0,0,0,249,5,0,0,34,712,0,0,14,10,5,0,10,36,0,0,54,4452.0
1598665,0,21,0,0,0,0,0,0,0,0,5,8,0,0,0,11,24,0,1,0,0,0,0,0,52,253,0,0,0,5,0,0,5,10,0,0,0,2249.0
1598683,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4,1,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,104.0
1598893,6,9,0,0,0,0,0,0,0,0,0,27,0,0,0,9,5,0,0,0,0,0,0,0,9,20,0,0,0,0,0,0,0,23,0,0,0,662.0
1598968,2,240,0,4,0,0,0,0,0,0,2,12,0,0,0,0,30,0,0,0,0,5,0,95,4,294,0,0,0,0,2,0,5,263,0,4,0,2554.0
1599117,4,3,0,5,0,0,0,0,0,0,0,0,0,20,0,17,23,0,0,0,0,0,0,0,25,25,0,0,5,0,0,0,5,0,0,0,0,743.0
1599222,4,205,8,2,0,0,0,0,0,0,2,5,0,0,0,2,6,0,0,0,0,0,1,58,42,142,3,0,0,0,2,0,2,6,0,0,0,1220.0
1599385,0,8,0,0,0,0,0,0,0,25,0,0,0,20,0,5,8,0,0,0,8,0,0,0,10,32,0,0,1,0,0,0,0,1,0,0,2,435.0
1599407,0,11,0,0,0,0,0,0,0,0,4,18,0,10,2,15,0,0,0,0,0,4,0,2,32,53,0,0,0,0,0,0,4,242,0,0,0,2043.0
1599489,6,6,0,0,0,3,0,0,0,0,0,8,0,21,12,11,27,0,0,0,0,0,9,3,6,32,0,0,0,3,0,0,3,101,0,3,0,1120.0
1599617,5,227,0,0,7,10,0,0,0,0,5,10,0,0,5,17,15,0,5,0,0,32,0,5,10,158,0,0,0,5,0,0,6,65,0,0,0,1835.0
1599750,9,41,0,1,0,0,5,0,9,0,0,56,0,0,4,9,6,3,1,0,0,0,1,0,36,87,0,0,0,0,0,0,16,112,0,0,0,1381.0
1599891,2,2,0,1,0,0,0,4,0,0,0,16,0,0,0,4,8,10,4,0,0,0,55,0,36,86,0,0,0,2,0,0,2,4,0,0,0,609.0
1599947,1,70,4,0,2,46,0,0,0,0,26,33,0,0,15,15,104,0,0,0,0,52,7,25,47,243,0,0,0,3,0,0,6,221,0,0,0,4272.0
1600033,0,6,3,4,2,3,0,0,0,20,1,1,0,30,2,6,21,0,0,0,20,5,0,0,10,100,0,0,0,0,0,0,3,14,0,0,0,686.0
1600065,3,2,0,2,0,0,0,0,0,0,3,25,0,0,0,7,2,14,13,0,0,0,63,0,28,65,0,0,0,0,0,0,0,13,0,0,0,450.0
1600125,7,6,0,1,0,0,0,4,0,0,4,48,0,0,0,7,8,15,22,0,0,0,90,0,44,79,0,0,0,0,0,0,2,7,0,0,0,624.0
1600132,0,32,0,0,0,0,0,0,3,278,0,0,0,376,0,29,124,0,0,0,196,0,0,0,30,449,0,0,16,8,0,0,4,7,0,0,8,3625.0
1600249,0,15,0,0,0,1,0,0,0,0,3,1,0,2,0,1,0,0,0,0,0,0,0,0,11,15,0,0,0,0,0,0,0,3,0,0,0,221.0
1600347,0,8,16,0,0,0,0,0,0,0,0,4,0,64,0,29,40,0,0,0,0,0,0,0,21,163,0,0,0,4,0,0,4,101,0,0,0,1494.0
1600422,0,71,0,0,0,0,0,0,0,0,0,6,0,56,0,7,6,0,4,0,0,5,0,11,22,73,0,0,0,0,0,0,1,0,0,0,0,809.0
1600438,9,31,3,10,0,0,0,0,0,5,3,21,0,3,0,37,40,0,0,0,0,4,89,3,14,91,0,0,0,16,0,0,10,20,0,3,3,1359.0
1600470,0,642,37,0,0,0,0,0,0,0,0,42,0,0,0,0,66,0,0,0,0,0,0,17,110,294,0,0,0,0,18,0,15,89,0,0,0,3489.0
1600508,0,3,1,1,0,3,0,0,0,0,1,2,0,0,0,1,2,0,0,0,0,1,0,0,0,10,0,0,0,0,0,0,0,3,0,0,0,131.0
1600626,0,20,0,2,0,0,0,0,0,6,0,73,0,0,3,15,14,5,30,0,0,0,227,0,18,90,0,0,0,49,0,0,30,270,0,0,5,3099.0
