cik,list_broad_quantity_E,list_commodity_E,list_competition_E,list_consumer_E,list_elections_P,list_exchange_rate_E,list_financial_crisis_E,list_govt_enterprises_P,list_govt_spending_P,list_healthcare_E,list_inflation_E,list_interest_rates_E,list_invest_sentiment_E,list_ip_E,list_labor_disputes_E,list_labor_markets_E,list_litigation_E,list_monetary_P,list_other_financial_E,list_policy_agri_P,list_policy_food_P,list_policy_trade_P,list_real_estate_E,list_reg_energy_p,list_reg_finance_P,list_reg_generic_P,list_reg_housing_P,list_reg_immigration_P,list_reg_ip_P,list_reg_labor_P,list_reg_lawsuit_P,list_reg_other_P,list_security_P,list_taxes_P,list_trade_E,list_transport_P,list_welfare_P,sentences
278041,2,15,1,0,0,4,0,0,2,8,0,13,0,0,10,13,8,0,0,0,0,15,0,2,8,87,0,0,0,6,0,0,15,26,0,0,0,985.0
278130,12,18,0,24,0,8,0,0,0,4,8,8,0,6,12,22,32,0,0,0,0,36,1,0,4,46,0,0,0,0,0,0,9,35,0,0,0,837.0
278166,5,24,0,32,0,5,0,4,0,16,14,37,0,0,0,30,15,0,20,0,0,1,87,0,32,90,5,0,0,5,0,0,0,9,0,0,0,1142.0
310142,0,7,0,1,9,21,0,0,0,0,0,3,0,10,0,1,0,0,0,5,5,11,0,5,0,63,0,0,0,5,0,0,0,5,0,0,0,541.0
310158,0,67,4,0,2,16,0,0,2,79,5,20,0,136,0,6,40,0,0,0,37,0,0,0,4,130,0,0,0,0,0,0,4,39,0,0,32,1192.0
310354,5,5,0,0,0,5,0,0,0,0,0,5,0,0,1,7,10,0,0,0,3,9,0,0,10,55,0,0,0,0,0,0,1,10,0,0,0,694.0
310522,2,13,0,0,1,0,0,114,9,0,3,138,0,2,0,21,24,60,82,0,0,0,392,0,57,154,5,0,0,0,0,0,0,19,0,0,4,2523.0
310568,3,43,6,3,0,6,0,0,4,0,0,11,0,51,0,17,33,0,0,0,0,9,3,0,11,99,0,0,0,0,0,3,15,46,0,0,0,1455.0
310764,0,0,0,0,0,9,0,0,0,69,0,0,0,39,0,5,22,0,0,0,13,0,0,0,4,88,0,0,0,0,0,0,0,56,0,0,5,553.0
310826,5,57,12,10,0,5,5,5,2,47,0,138,0,50,0,18,71,12,50,0,0,0,27,0,171,440,6,0,0,38,3,0,10,134,0,0,4,3043.0
311094,13,6,0,0,0,0,3,0,0,0,6,26,3,0,0,4,3,12,3,0,0,0,19,0,13,45,0,0,0,0,0,0,3,1,0,0,0,381.0
312257,0,14,4,16,0,0,0,0,0,0,0,0,0,4,9,4,35,0,0,4,0,0,0,0,14,42,0,0,0,0,1,0,4,14,0,0,0,752.0
313143,0,17,0,0,0,16,0,0,0,73,0,8,0,60,2,10,25,0,0,0,33,8,0,0,3,151,0,0,0,0,0,0,2,54,0,0,2,961.0
313364,0,75,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,5,3,48,0,0,0,0,0,0,7,10,0,0,0,339.0
313616,5,43,6,0,8,13,0,0,10,36,0,20,2,75,10,11,54,5,0,0,18,11,5,0,9,279,0,0,0,0,0,0,15,108,0,0,4,1670.0
313716,0,8,0,0,0,17,0,0,0,0,0,2,0,4,0,16,1,0,0,0,0,8,0,0,3,17,0,0,0,2,0,0,5,17,0,0,0,745.0
313927,1,40,20,5,1,21,0,0,1,42,3,7,0,83,15,9,31,0,0,0,42,11,0,5,10,164,0,0,5,5,0,0,6,125,0,0,5,1583.0
314203,0,90,6,0,0,9,0,0,0,0,106,4,0,4,16,11,21,9,0,0,0,4,2,0,27,73,0,0,0,0,3,0,0,68,0,0,0,1391.0
314227,0,4,0,0,0,0,0,0,0,0,0,0,0,56,0,4,13,0,0,0,0,2,0,5,24,50,0,0,0,0,0,0,11,4,0,0,0,616.0
314489,13,10,0,0,0,0,5,1,2,4,6,45,3,0,0,9,8,11,7,0,0,4,43,0,34,69,0,0,0,0,0,0,6,44,0,0,0,847.0
314808,2,142,0,0,6,5,0,0,0,0,3,1,0,6,18,19,5,3,0,0,0,1,0,23,15,192,0,0,0,0,0,0,24,111,0,0,0,1562.0
315131,2,236,3,1,0,0,0,0,0,0,1,12,0,0,0,4,0,0,0,0,0,0,0,9,14,83,0,0,0,0,0,0,7,47,0,0,0,882.0
315189,0,6,0,3,0,9,0,0,3,0,0,12,3,15,0,6,9,1,0,0,0,10,6,0,5,80,0,0,0,0,0,0,0,22,0,0,0,545.0
315213,0,10,0,0,9,0,0,0,0,14,0,0,0,0,0,72,67,0,0,0,0,0,0,0,19,133,0,0,0,10,0,0,0,36,0,0,0,707.0
315293,4,18,1,0,8,35,0,0,0,9,15,29,0,45,0,48,27,3,0,0,0,3,2,0,5,273,0,0,5,0,0,0,10,119,0,0,0,2228.0
315374,0,20,0,0,0,16,0,0,0,0,5,0,0,30,0,0,15,0,0,0,0,13,0,0,10,33,0,0,0,0,0,0,6,53,0,0,0,591.0
315449,0,23,0,0,0,4,0,0,8,0,0,0,0,39,0,1,12,0,0,0,0,6,0,0,4,24,0,0,0,0,0,0,0,4,0,0,0,697.0
315545,0,19,0,0,0,0,0,0,0,177,0,0,0,44,0,9,66,0,0,0,61,0,0,0,11,96,0,0,0,0,0,0,0,0,0,0,0,945.0
315709,6,33,0,3,0,0,0,4,3,6,6,28,0,16,0,10,32,14,0,0,0,0,32,0,40,103,1,3,0,0,0,0,8,3,0,0,0,833.0
315849,4,1,0,0,0,0,0,1,0,0,3,23,0,0,0,0,3,8,16,0,0,0,21,0,31,67,0,0,0,0,0,0,0,25,0,0,0,367.0
315852,0,592,41,0,0,0,0,0,0,0,6,35,0,5,2,5,21,0,0,0,0,0,0,108,50,330,2,0,0,5,4,0,2,96,0,0,0,2594.0
315858,5,40,0,11,0,0,0,0,0,0,2,33,0,12,0,26,54,0,15,0,0,1,210,0,29,180,0,0,0,0,0,0,4,71,0,0,2,2488.0
316206,0,10,1,4,0,15,0,0,0,0,0,6,0,22,2,7,10,0,1,0,0,2,24,0,0,70,0,0,2,2,0,0,15,37,0,0,1,802.0
316253,0,34,5,0,1,30,0,0,0,269,4,5,0,72,0,15,70,0,0,0,88,0,4,0,2,358,0,0,0,5,0,0,3,23,0,0,94,1850.0
316300,3,624,0,0,0,0,0,0,0,0,0,11,0,0,5,6,38,0,0,0,0,1,0,92,19,213,1,0,0,1,5,0,6,51,0,0,0,2658.0
316709,0,0,0,0,0,0,0,0,0,0,0,55,0,10,0,12,47,3,9,0,0,1,29,0,39,154,0,0,0,0,0,0,0,5,0,0,0,877.0
316736,3,375,0,0,0,0,0,0,0,0,0,9,0,0,0,0,12,0,0,0,0,0,0,24,20,178,0,0,0,0,0,0,0,50,0,0,0,1408.0
317340,0,6,0,0,0,0,0,0,7,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,7,0,0,0,0,308.0
317540,3,41,0,9,0,0,0,0,0,25,0,21,0,1,0,11,8,0,0,0,20,1,0,4,1,35,0,0,0,7,0,0,0,38,0,0,0,733.0
317788,10,34,20,5,0,22,0,0,5,0,23,6,0,155,0,25,50,0,2,0,0,10,0,0,57,226,0,0,0,0,0,0,13,37,0,0,0,4088.0
317889,4,5,0,0,0,0,0,0,3,2,0,7,0,0,2,3,8,0,0,0,0,0,0,2,0,42,0,0,0,4,0,0,4,4,0,0,0,454.0
318154,1,31,0,0,0,9,0,0,8,206,0,5,0,153,11,5,90,0,0,0,105,5,0,0,7,367,0,0,0,0,0,0,0,67,0,0,25,2189.0
318299,0,0,0,0,0,0,0,0,0,0,2,4,0,16,0,7,4,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,249.0
318300,14,15,0,0,1,0,0,4,0,1,11,63,4,0,0,16,36,26,5,0,0,0,25,0,100,126,0,0,0,0,0,0,5,52,0,0,1,944.0
318306,0,8,1,0,0,0,0,0,0,171,0,0,0,349,0,5,85,0,0,0,76,0,0,0,9,230,0,0,7,1,7,0,0,12,0,0,27,1603.0
318833,4,4,0,0,0,4,0,0,0,0,0,8,0,4,4,19,2,0,0,0,0,0,0,0,3,57,0,0,0,4,0,0,4,18,0,0,0,630.0
318996,4,169,0,0,0,3,0,0,0,0,3,23,0,4,3,23,0,0,0,0,0,3,0,17,6,136,0,0,0,4,0,0,6,10,0,0,0,1236.0
319016,0,2,0,0,0,0,0,0,0,75,0,0,0,7,0,7,30,0,0,0,28,0,0,0,16,128,0,0,0,0,0,0,0,14,0,0,0,963.0
319200,3,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,20,6,49,0,0,0,2,0,0,0,0,0,0,0,319.0
319201,0,73,13,0,0,31,0,0,0,0,0,35,0,108,0,31,34,0,0,0,0,6,0,5,20,119,0,0,0,0,0,0,40,103,0,0,0,2224.0
319458,2,135,0,0,0,0,0,0,0,0,0,36,0,45,0,14,31,0,0,0,0,0,0,4,11,63,0,0,1,2,4,0,0,30,0,0,0,1084.0
319654,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,15,0,0,0,0,0,0,6,18,0,0,0,376.0
319655,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,1,15,0,0,0,0,0,0,2,20,0,0,0,266.0
319671,3,6,0,0,0,6,0,0,0,0,34,0,0,0,3,6,4,0,0,0,0,0,0,0,3,21,0,0,0,0,0,0,3,20,0,0,0,548.0
319815,0,26,3,0,3,22,0,0,16,0,2,0,0,32,4,23,25,0,1,0,0,15,0,0,34,61,0,0,0,0,0,0,5,28,0,0,0,1395.0
320017,0,17,1,0,0,0,0,0,3,367,5,0,0,265,5,31,87,0,0,0,284,5,0,0,28,526,0,0,10,5,5,0,10,11,0,0,29,3142.0
320121,1,9,0,0,0,0,0,0,6,0,0,3,0,24,0,9,12,0,0,0,0,0,0,0,2,6,0,0,0,0,0,0,24,0,0,0,2,428.0
320174,0,1,1,0,0,0,0,0,0,75,0,0,0,7,0,2,8,0,0,0,71,0,0,0,0,48,0,0,0,1,0,0,1,0,0,0,0,292.0
320187,0,37,3,12,9,42,0,0,0,0,6,0,0,66,5,20,46,0,0,0,0,39,30,0,10,93,0,2,0,0,0,0,15,104,0,0,0,1571.0
320193,2,14,4,7,0,24,0,0,0,10,2,7,0,69,5,9,40,2,0,0,0,17,9,0,0,66,0,0,0,0,0,0,20,52,0,0,0,1337.0
320335,0,5,0,0,0,0,0,0,0,58,4,32,0,0,0,1,36,0,7,0,0,0,0,0,9,101,0,0,0,0,0,0,10,10,0,0,24,688.0
320575,0,249,0,0,0,0,0,0,0,0,3,5,0,5,5,6,19,0,0,0,0,0,0,135,10,228,4,0,0,10,8,0,5,46,0,10,0,1851.0
350403,4,170,3,0,3,4,0,0,2,150,0,4,0,0,4,16,23,0,0,0,0,5,0,4,12,297,0,0,0,8,0,0,17,54,0,38,64,2185.0
350644,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,1,4,0,0,0,0,0,0,0,1,6,0,0,0,0,0,3,0,0,0,0,0,117.0
350698,5,31,5,5,0,10,0,0,0,2,5,48,0,0,6,25,41,5,0,0,0,7,6,5,57,75,0,0,0,11,0,0,5,6,0,0,0,876.0
350737,3,0,0,0,0,0,0,0,0,0,0,9,0,36,0,0,9,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,0,0,0,0,0,161.0
350797,0,16,21,0,6,8,0,0,0,0,2,4,0,0,0,8,9,8,4,0,0,0,1,0,41,91,0,0,0,3,0,0,0,37,0,0,0,749.0
350846,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,264.0
350868,0,16,0,0,0,0,0,0,10,0,0,0,0,50,0,38,75,0,0,0,0,6,6,0,30,21,0,0,0,0,0,0,15,17,0,2,0,1176.0
350894,0,23,5,0,0,10,0,5,0,0,0,20,0,15,0,9,30,0,0,0,0,0,5,0,5,130,0,0,0,5,0,0,0,31,0,0,0,720.0
350907,1,7,0,0,0,4,1,0,0,64,1,1,0,15,0,3,5,0,1,0,42,1,1,0,3,44,0,0,0,0,0,0,1,14,0,0,7,344.0
351569,0,8,0,2,0,0,0,0,0,0,4,24,0,0,0,3,8,8,7,0,0,0,30,0,27,63,0,0,0,1,0,0,0,6,0,0,0,486.0
351817,0,93,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,44,2,0,0,0,0,0,0,16,0,0,0,367.0
351834,1,40,12,0,0,19,0,0,0,19,0,13,0,36,0,22,42,0,0,15,16,9,0,8,7,140,0,0,0,6,0,0,7,18,0,0,0,1358.0
351998,0,18,0,0,1,17,0,0,5,0,0,5,0,19,0,5,10,0,0,0,0,14,0,0,25,68,0,0,0,0,0,0,15,23,0,0,0,1145.0
352363,4,8,1,14,0,8,0,0,0,0,0,6,2,18,4,8,10,0,2,0,0,4,0,0,4,21,0,0,0,0,0,0,2,20,0,0,0,533.0
352736,8,36,1,1,0,5,5,0,0,6,0,58,0,35,0,6,22,22,32,0,0,1,11,0,17,119,0,0,0,5,0,0,20,49,0,0,0,1064.0
352825,0,19,0,0,6,8,0,0,3,0,3,2,0,15,5,3,17,0,0,0,0,16,0,0,4,33,0,0,0,0,0,0,0,21,0,0,0,445.0
352915,0,8,0,0,6,6,0,0,0,230,0,4,0,0,0,21,41,0,0,0,0,1,0,0,9,115,0,0,0,1,8,0,3,5,0,0,122,1051.0
352955,0,19,0,0,0,2,0,0,0,0,0,4,0,0,0,1,2,0,0,0,0,0,6,0,0,2,1,0,0,0,0,0,0,4,0,0,0,118.0
352991,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,14,9,0,0,0,0,0,0,0,5,0,0,0,294.0
352998,4,2,8,4,0,8,0,0,0,144,0,0,0,134,6,15,58,0,0,0,80,0,0,0,18,230,0,0,4,0,0,4,16,19,0,0,28,1993.0
353020,1,38,1,0,0,2,0,0,1,0,0,0,0,6,1,11,5,0,0,0,0,5,1,0,1,14,0,0,1,0,0,0,6,5,0,0,0,363.0
353184,1,6,0,0,0,3,0,0,0,8,1,7,0,0,0,2,2,2,0,0,0,0,0,0,1,54,0,0,0,0,0,0,1,6,0,25,0,777.0
353230,0,2,0,0,0,0,0,0,1,35,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,1,0,0,18,150.0
353394,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,24.0
353569,1,23,0,0,0,5,0,0,0,131,5,10,0,126,0,24,66,0,0,5,41,5,0,5,0,165,0,0,0,5,0,0,7,34,0,0,7,1898.0
354190,6,176,0,0,11,17,0,0,0,8,5,12,0,49,5,34,68,0,0,0,0,13,0,11,7,230,0,0,0,0,0,0,17,155,0,0,0,1904.0
354260,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,10,3,0,0,0,0,0,0,0,4,0,0,0,191.0
354647,4,3,0,0,0,0,0,0,0,0,0,14,0,0,0,4,12,2,1,0,0,0,23,0,17,30,0,0,0,0,0,0,0,3,0,0,0,253.0
354869,4,4,0,0,0,0,0,1,0,0,4,21,0,0,0,13,17,12,8,0,0,0,22,0,64,98,0,0,0,2,0,0,8,20,0,0,0,738.0
354908,0,20,9,8,0,0,4,0,13,0,0,3,0,59,0,0,23,0,0,0,0,4,0,0,6,46,0,0,0,1,0,0,12,90,0,0,0,882.0
354950,0,9,0,2,0,10,0,0,0,15,5,5,0,5,5,28,48,0,5,0,0,17,9,0,1,74,0,0,0,12,0,0,15,30,0,0,0,785.0
354963,0,36,4,8,0,0,0,0,0,0,0,6,0,8,2,8,23,0,0,0,0,3,0,4,2,129,0,0,0,4,0,132,0,15,0,4,0,1384.0
354964,12,14,0,6,0,0,0,0,0,0,3,38,0,0,0,26,33,35,14,0,0,0,69,0,100,155,5,0,0,0,0,0,3,41,0,0,0,1100.0
355019,4,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,16,0,0,0,0,0,0,16,265.0
355379,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,2,0,0,0,0,0,0,0,0,5,45,0,0,0,0,0,0,0,18,0,0,0,345.0
355429,5,57,12,10,0,5,5,5,2,49,0,138,0,50,0,18,71,13,50,0,0,0,27,0,171,441,6,0,0,38,3,0,10,134,0,0,3,3119.0
355627,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,6,0,0,0,0,0,0,0,1,0,0,0,119.0
355777,2,0,0,6,0,2,0,0,2,0,0,2,0,18,0,6,11,0,0,0,0,4,0,0,0,24,0,0,0,0,0,2,0,4,0,0,0,511.0
355811,0,5,5,0,2,7,0,0,0,0,2,36,0,62,10,5,30,2,0,0,0,13,0,0,19,22,0,0,0,0,0,0,5,6,0,10,0,803.0
355948,3,14,0,0,7,8,0,0,0,3,0,0,0,19,0,1,13,0,0,0,0,19,0,0,3,16,0,0,0,0,0,0,2,12,0,0,0,591.0
355999,2,17,1,0,0,0,0,0,0,0,0,0,0,4,4,10,8,0,0,0,0,4,2,0,0,12,0,0,0,0,0,0,4,4,0,0,0,484.0
356028,0,33,2,0,0,20,0,0,0,0,0,0,0,44,0,26,38,0,0,0,0,4,0,0,2,23,0,0,0,0,0,0,4,46,0,0,0,1000.0
356037,0,3,3,0,2,5,0,0,0,0,0,0,0,16,0,20,20,0,0,0,0,5,0,0,8,32,0,0,0,0,0,0,5,8,0,0,0,950.0
356130,0,25,0,0,3,0,0,0,0,0,2,40,0,0,0,10,20,0,0,0,0,5,15,0,10,159,3,0,0,0,0,0,23,24,0,0,0,1425.0
356171,0,7,0,0,0,0,0,0,0,0,0,63,0,0,0,3,0,0,3,0,0,0,44,0,59,79,0,0,0,2,0,0,1,3,0,0,0,762.0
356213,9,3,0,3,0,0,0,0,0,0,2,6,0,0,3,9,13,1,0,0,0,0,6,1,3,50,0,0,0,0,6,0,5,23,0,0,1,478.0
356309,0,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,6,0,0,0,72.0
356870,0,4,0,0,0,0,0,0,0,0,0,0,0,34,0,4,18,0,0,0,0,0,0,0,2,14,0,0,0,0,0,0,0,2,0,0,0,460.0
357020,0,18,1,0,0,15,0,0,0,0,0,0,0,51,0,9,13,0,0,0,0,3,0,0,3,19,0,0,0,0,0,0,6,10,0,0,0,800.0
357097,0,34,10,0,0,0,0,0,0,414,0,3,0,476,0,14,101,0,0,0,324,0,0,0,9,491,0,0,26,4,5,0,17,21,0,0,38,3840.0
357173,6,15,0,0,0,5,0,1,0,1,0,47,0,0,0,20,14,33,1,0,0,0,59,0,58,161,0,0,0,0,0,0,2,46,0,0,0,1392.0
357294,4,17,0,12,0,0,0,8,0,0,11,44,0,0,0,14,27,0,16,0,0,1,183,32,0,53,4,0,0,2,0,0,8,49,0,3,0,1256.0
357301,4,6,0,0,0,0,0,3,0,0,3,55,0,0,0,9,9,18,9,0,0,0,39,0,79,100,3,0,0,0,0,0,8,42,0,0,0,681.0
700564,6,12,0,0,0,0,3,1,0,0,3,68,3,0,0,12,16,7,21,0,0,0,20,0,104,236,0,0,0,0,0,1,2,3,0,0,0,1066.0
700565,5,10,0,0,0,0,0,5,0,0,5,25,0,0,0,7,10,15,2,0,0,0,32,0,0,41,0,0,0,0,0,0,5,12,0,0,0,470.0
700733,3,2,0,2,0,0,1,1,5,0,3,10,2,0,0,5,6,5,1,0,0,0,15,0,23,26,0,0,0,0,0,0,1,0,0,0,0,249.0
700764,0,111,5,0,0,0,0,0,0,0,0,0,0,12,0,0,7,0,1,0,0,0,1,4,19,56,0,0,0,0,0,0,1,9,0,0,0,615.0
700841,0,12,0,0,0,15,0,0,0,0,0,1,0,25,0,10,20,0,0,0,0,0,0,0,0,28,0,0,0,20,0,5,0,22,0,0,5,593.0
700863,3,3,0,1,0,0,1,0,0,0,3,14,2,0,0,6,12,4,6,0,0,0,13,0,20,22,0,0,0,0,0,0,0,1,0,0,0,239.0
701221,0,11,3,3,0,3,0,0,3,63,3,21,0,3,0,10,39,0,6,0,0,0,3,0,6,167,0,0,0,6,0,0,3,12,0,0,53,896.0
701288,5,21,0,0,3,15,0,0,0,101,0,20,0,55,0,8,25,5,0,0,15,5,0,0,3,128,0,0,5,0,0,0,15,34,0,0,15,1221.0
701347,2,13,0,0,0,0,0,2,1,0,2,32,0,0,0,4,10,10,0,0,0,0,44,0,14,76,0,0,0,0,0,0,0,18,0,0,0,628.0
701374,0,6,5,32,0,10,0,0,0,5,0,6,0,44,10,45,63,0,0,0,0,0,0,11,0,48,0,0,0,30,0,0,0,10,0,0,0,1361.0
701719,5,40,0,35,0,5,0,0,0,0,42,8,0,0,0,20,25,5,5,0,0,0,0,0,79,39,0,0,0,0,0,0,5,13,0,0,0,846.0
701811,0,12,3,0,0,3,0,0,0,0,3,0,0,49,0,6,33,0,0,0,0,3,0,0,9,28,0,0,2,0,4,0,3,60,0,0,0,889.0
701853,9,19,0,0,3,1,2,0,0,0,9,49,3,10,0,12,38,36,18,0,0,0,77,0,137,134,0,0,0,0,0,0,0,6,0,0,0,1227.0
701869,0,16,0,2,0,0,0,0,0,43,5,45,0,0,0,8,42,0,0,0,0,0,10,0,22,227,0,0,0,0,5,0,17,27,0,0,2,1342.0
701985,0,19,0,25,4,47,5,0,0,5,0,0,0,30,15,10,30,0,0,0,0,11,0,0,5,96,0,0,0,9,0,0,5,54,0,0,0,1391.0
702165,0,30,0,0,0,0,0,0,0,3,0,0,0,0,10,15,30,0,0,0,0,0,0,0,5,60,0,0,0,5,0,0,27,5,0,2,0,393.0
702325,10,6,0,2,0,0,2,0,2,0,4,30,2,0,0,12,8,18,1,0,0,0,18,0,52,102,0,0,0,0,0,0,6,18,0,0,0,825.0
702513,10,11,0,5,0,0,0,12,0,0,7,48,0,0,0,3,10,35,6,0,0,0,71,0,64,131,0,0,0,0,0,0,5,17,0,0,0,1259.0
703329,5,1,0,0,0,0,0,1,1,1,4,10,2,0,0,4,1,4,1,0,0,0,1,0,4,19,0,0,0,0,0,0,1,0,0,0,0,113.0
703351,11,23,10,16,0,0,0,0,0,15,20,5,0,43,8,47,91,5,0,0,0,2,0,0,15,108,0,2,0,21,0,0,0,19,0,0,0,1074.0
703361,4,40,0,0,0,12,0,0,0,0,0,0,0,60,7,18,37,0,0,0,0,6,4,0,4,58,0,0,0,0,0,0,12,97,0,0,0,1226.0
703604,0,66,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,35,0,0,0,0,0,0,5,25,0,0,0,453.0
704051,0,49,5,0,1,5,0,0,0,0,0,53,0,0,0,5,43,3,0,0,0,0,0,0,20,192,0,0,0,0,0,0,0,111,0,0,0,1709.0
704159,0,2,0,0,0,0,0,0,0,26,0,0,0,46,0,6,8,0,0,0,24,0,0,0,6,77,0,0,6,0,0,0,0,2,0,0,0,533.0
704165,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,16,0,2,8,0,0,0,0,0,0,4,18,0,0,0,163.0
704172,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,12,15,0,0,0,0,0,0,0,3,0,0,0,206.0
704415,0,12,1,0,0,2,0,0,0,86,0,4,0,3,0,22,22,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,7,0,0,31,816.0
704440,0,10,1,0,2,3,0,0,0,20,0,0,0,23,0,1,10,0,0,0,14,1,0,0,6,33,0,0,0,1,0,0,4,10,0,0,3,317.0
704532,7,59,0,10,1,30,0,0,0,0,5,17,1,112,0,23,59,0,0,0,0,8,0,0,14,59,0,0,5,0,0,0,24,84,0,0,0,1711.0
704562,5,12,1,0,0,0,0,0,0,82,5,10,0,95,1,5,52,0,0,0,46,0,0,0,0,204,0,0,3,0,0,0,0,29,0,0,6,1670.0
705432,9,30,0,0,0,0,0,8,1,6,5,47,0,0,0,13,6,19,0,0,0,0,57,0,35,92,1,0,0,0,0,0,12,3,0,0,0,945.0
706129,0,1,0,0,0,0,0,6,0,0,0,13,0,0,0,2,3,1,11,0,0,0,22,0,4,21,2,0,0,0,0,0,2,0,0,0,0,284.0
706688,1,14,16,0,0,0,0,0,0,0,1,8,2,9,0,22,48,0,2,0,0,1,0,2,15,139,0,0,0,11,0,2,0,18,0,2,1,804.0
706698,2,5,5,0,0,0,0,0,0,33,0,0,0,0,0,0,15,0,0,0,13,0,0,0,0,15,0,0,0,0,0,0,0,10,0,0,0,195.0
706863,0,7,0,0,0,0,0,1,0,0,4,45,0,0,0,8,22,16,8,0,0,0,76,0,68,105,0,0,0,0,0,0,0,0,0,0,0,802.0
706874,9,3,0,1,0,0,0,0,4,0,1,15,0,0,0,3,9,12,6,0,0,0,25,0,21,44,0,0,0,0,0,0,1,10,0,0,0,357.0
707179,19,5,0,11,0,0,0,0,0,0,15,59,5,0,0,31,10,20,0,0,0,0,61,0,92,135,5,0,0,0,0,0,5,10,0,0,0,1018.0
707388,1,0,0,0,0,0,0,0,1,16,0,0,0,6,0,2,4,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,4,0,0,11,148.0
707511,0,0,0,0,0,4,0,0,0,83,0,0,0,169,0,12,28,0,0,0,67,4,0,0,12,132,0,0,16,0,0,0,8,0,0,0,0,1501.0
707549,0,35,5,0,0,35,0,0,0,0,0,5,0,82,5,14,22,0,0,0,0,15,0,0,10,106,0,0,0,0,0,0,6,60,0,0,0,1722.0
707886,10,11,0,5,1,0,0,0,0,0,10,60,0,0,0,14,4,10,8,0,0,0,65,0,44,116,0,0,0,0,0,0,3,37,0,0,5,949.0
708781,9,11,0,6,0,0,0,0,0,0,3,21,0,2,0,9,4,6,0,0,0,0,5,0,53,72,0,0,0,0,0,0,0,15,0,0,0,421.0
708818,5,32,0,2,1,5,0,0,8,278,2,9,0,44,5,16,105,0,0,0,30,5,0,0,17,209,0,0,5,0,3,0,5,24,0,0,59,2673.0
708819,2,139,0,0,0,15,0,0,0,0,2,6,0,52,10,12,32,0,0,0,0,7,0,0,11,139,0,0,0,5,0,0,48,54,0,0,0,2059.0
708821,0,3,0,0,1,1,0,0,2,0,0,0,0,7,0,11,3,0,0,0,0,9,0,0,16,44,0,0,0,0,0,0,6,8,0,0,0,560.0
708955,4,10,0,4,0,0,0,5,0,0,4,54,0,1,0,29,21,40,42,0,0,0,79,0,52,181,0,0,0,0,0,0,2,98,0,0,0,1591.0
709005,0,5,10,0,0,0,0,0,0,0,5,0,0,5,0,13,0,0,1,0,0,0,0,0,0,45,0,0,0,5,0,0,0,0,0,5,0,354.0
709283,4,7,1,0,0,8,0,0,6,0,2,2,0,24,0,11,18,0,0,0,0,2,0,0,2,31,0,0,0,0,0,0,0,16,0,0,0,841.0
709337,13,19,0,3,0,0,0,10,2,9,10,40,0,0,0,27,40,23,7,0,0,0,95,0,69,97,0,0,0,0,0,0,5,62,0,0,0,1117.0
709804,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,0,0,0,0,0,0,2,7,21,0,0,0,0,0,0,0,22,0,0,0,289.0
710507,0,0,0,0,0,0,0,1,0,0,1,4,0,0,0,0,3,4,5,0,0,0,13,0,10,36,0,0,0,0,0,0,2,13,0,0,0,263.0
710752,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,6,0,0,0,0,0,0,4,8,0,0,0,162.0
