,cik,list_broad_quantity_E,list_commodity_E,list_competition_E,list_consumer_E,list_elections_P,list_exchange_rate_E,list_financial_crisis_E,list_govt_enterprises_P,list_govt_spending_P,list_healthcare_E,list_inflation_E,list_interest_rates_E,list_invest_sentiment_E,list_ip_E,list_labor_disputes_E,list_labor_markets_E,list_litigation_E,list_monetary_P,list_other_financial_E,list_policy_agri_P,list_policy_food_P,list_policy_trade_P,list_real_estate_E,list_reg_energy_P,list_reg_finance_P,list_reg_generic_P,list_reg_housing_P,list_reg_immigration_P,list_reg_ip_P,list_reg_labor_P,list_reg_lawsuit_P,list_reg_other_P,list_security_P,list_taxes_P,list_trade_E,list_transport_P,list_welfare_P
1173,908598,1,1,0,1,0,0,0,0,0,1,1,1,0,0,1,4,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,10,0,0,0
1174,908937,0,1,1,2,0,0,0,0,0,0,0,0,0,11,0,0,11,0,1,0,0,0,0,0,1,10,0,0,0,0,0,9,0,1,0,0,0
1175,909108,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,6,0,0,0
1176,909494,0,8,1,0,0,6,0,0,0,0,1,1,0,35,0,2,18,0,0,0,0,0,0,0,2,53,0,0,2,0,0,11,2,27,0,0,0
1177,909724,1,3,0,2,0,1,0,0,0,0,0,0,0,7,0,1,1,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,3,2,0,0,0
1178,909832,0,4,0,2,1,6,0,0,1,3,1,0,0,1,1,5,10,0,0,0,0,4,1,0,0,22,0,0,0,1,0,0,1,11,0,0,0
1179,910108,0,5,0,1,0,0,0,0,0,0,0,14,0,0,0,2,1,0,1,0,0,0,22,0,5,10,0,0,0,0,0,0,6,31,0,0,0
1180,910406,0,8,1,0,5,3,0,0,0,0,1,2,0,14,0,2,12,0,0,0,0,1,0,0,2,21,0,0,0,0,0,0,3,3,0,0,0
1181,910467,0,9,22,0,0,5,1,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,1,0,45,50,0,0,0,4,0,0,0,20,0,0,0
1182,910521,0,5,0,7,5,8,0,0,0,1,1,1,0,13,2,7,11,0,0,0,0,14,0,0,5,23,0,0,0,0,0,0,4,20,0,0,0
1183,910606,0,1,1,2,0,0,0,0,1,2,0,11,0,0,0,0,3,0,0,0,0,0,19,0,1,14,1,0,0,0,0,0,3,45,0,0,2
1184,911109,1,11,0,0,8,6,0,0,0,0,0,1,0,5,1,4,6,0,0,0,0,10,1,1,1,21,0,1,0,0,0,0,0,6,0,2,0
1185,911147,1,6,0,4,0,4,0,0,0,0,1,1,0,10,2,4,7,0,0,0,0,0,2,0,2,32,0,0,0,0,1,0,7,25,0,0,0
1186,911177,0,2,2,0,0,0,0,0,1,0,0,0,0,2,1,3,5,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,1,3,0,0,0
1187,911216,1,0,0,0,0,0,1,0,0,97,0,0,0,59,0,2,28,0,0,0,66,0,0,0,4,98,0,0,2,0,1,0,3,2,0,0,9
1188,911649,3,10,1,5,0,3,0,0,0,29,4,5,0,16,0,4,24,1,1,2,28,5,1,1,8,111,0,0,0,1,0,2,3,45,0,0,0
1189,912061,0,5,4,1,0,9,0,0,0,4,0,0,0,7,0,0,5,0,0,1,4,7,0,0,8,61,0,0,1,0,0,1,3,17,0,0,1
1190,912093,0,2,0,0,5,1,0,0,0,0,0,0,0,18,0,1,16,0,0,0,1,4,0,0,3,12,0,0,0,0,0,0,1,11,0,0,0
1191,912242,0,1,0,4,0,0,0,0,0,0,3,7,0,0,0,1,0,0,0,0,0,0,23,0,0,8,0,0,0,1,0,0,2,35,0,0,0
1192,912463,2,9,1,5,0,5,0,0,1,0,1,1,0,13,2,4,7,0,0,0,0,6,0,0,0,20,0,0,0,0,0,0,1,26,0,0,0
1193,912562,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10,0,0,0,5,0,0,0,0,0,0,2,2,0,0,0
1194,912593,0,3,0,0,0,4,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,16,0,3,6,0,0,0,0,0,0,1,40,0,0,1
1195,912595,0,4,0,0,0,0,0,1,0,0,3,19,0,0,0,9,6,1,0,0,0,0,20,0,5,13,1,0,0,0,0,0,1,51,0,0,0
1196,912603,2,50,0,1,0,3,0,0,0,0,0,1,0,1,1,1,4,0,0,0,0,7,0,22,1,28,0,0,0,0,0,0,0,19,0,0,0
1197,912728,1,4,1,0,0,0,0,0,0,0,1,2,0,0,0,5,3,0,0,0,0,1,0,0,1,16,0,0,0,8,0,0,1,4,0,0,0
1198,912767,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
1199,913142,0,14,1,0,1,3,0,0,0,0,2,2,0,7,0,1,1,1,0,0,0,5,1,0,1,12,0,0,0,0,0,0,0,25,0,0,0
1200,913144,0,7,1,0,8,2,0,0,0,0,9,11,0,0,0,0,5,1,3,0,0,1,1,0,2,57,0,0,0,0,0,0,10,32,0,0,0
1201,913277,3,3,2,3,3,6,0,0,0,3,1,3,0,13,0,4,3,0,0,0,3,5,0,0,7,31,0,0,0,0,0,2,8,17,0,0,0
1202,913341,2,0,0,0,0,0,0,2,0,0,2,14,0,0,0,2,1,7,9,1,0,0,17,0,11,32,0,0,0,0,0,0,0,2,0,0,0
1203,913760,0,15,11,0,3,6,0,0,0,0,7,11,0,1,0,2,7,2,0,0,0,2,0,0,24,62,0,0,0,0,0,0,4,7,0,0,0
1204,913778,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,6,0,0,2,0,0,0,0,0,0,0,20,0,0,0
1205,914025,1,11,0,0,0,9,0,0,1,1,1,3,0,21,0,5,19,1,0,0,0,6,0,0,2,33,0,0,1,0,0,0,1,25,0,0,0
1206,914122,0,18,0,0,0,2,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,4,0,0,0,10,0,0,0,0,0,0,1,6,0,0,0
1207,914156,0,11,0,0,0,0,0,0,0,3,1,3,0,13,0,2,4,0,0,0,3,0,0,0,3,12,0,0,0,0,0,0,0,0,0,0,0
1208,914208,0,11,3,0,3,3,1,0,0,0,0,5,0,0,0,0,10,0,0,0,0,3,2,0,19,67,0,0,0,0,1,0,2,35,0,0,0
1209,914475,0,5,2,0,0,0,0,0,0,73,0,0,0,25,0,4,14,0,0,0,36,0,0,0,4,76,0,0,1,0,0,0,0,25,0,0,19
1210,914712,0,21,0,1,0,1,0,0,0,0,0,4,0,4,0,2,9,0,0,0,0,5,0,0,3,11,0,0,0,0,1,0,0,44,0,0,0
1211,915358,1,4,0,1,0,0,0,0,0,0,1,5,0,1,0,4,2,0,0,0,0,10,0,0,5,11,0,0,0,0,0,0,2,1,0,0,0
1212,915778,0,11,0,0,0,2,0,0,0,0,5,0,0,19,0,1,4,0,0,0,0,6,0,0,0,3,0,0,0,0,0,0,2,30,0,0,0
1213,915779,0,6,0,1,3,1,0,0,0,0,0,0,0,9,1,4,15,2,0,0,0,2,0,0,3,32,0,0,0,0,0,0,2,9,0,0,0
1214,915840,1,6,0,2,0,0,0,1,0,0,8,12,0,0,0,2,11,1,2,0,0,1,23,1,0,15,1,0,0,0,0,0,2,16,0,0,0
1215,915912,0,5,0,0,0,0,0,0,0,0,0,13,0,0,0,3,1,0,0,0,0,0,22,1,1,20,1,0,0,0,0,0,3,31,0,0,0
1216,915913,1,8,1,0,5,8,0,0,0,0,1,2,1,17,2,4,3,0,0,0,0,2,0,2,3,54,0,0,2,0,0,0,1,27,0,0,0
1217,916076,2,7,0,0,0,0,0,0,1,0,0,7,0,0,2,0,5,1,0,0,0,0,3,2,0,8,0,0,0,0,1,0,0,13,0,0,0
1218,916365,0,4,0,3,0,1,0,0,0,2,1,1,0,1,0,7,2,0,0,0,0,11,3,0,0,18,0,0,0,7,0,0,3,10,0,0,0
1219,916457,0,32,7,0,0,0,0,0,0,0,0,0,0,0,2,1,11,0,0,0,0,1,0,9,7,36,0,0,0,0,0,0,1,6,0,0,0
1220,916529,0,6,0,0,0,2,0,0,1,0,2,1,0,9,1,0,8,1,0,0,0,2,1,0,2,17,0,0,0,0,0,0,4,15,0,0,0
1221,916540,1,35,3,3,7,12,0,0,0,29,0,1,2,11,3,4,11,0,0,0,18,3,0,13,4,71,0,0,0,3,0,0,3,23,0,1,1
1222,916789,2,3,0,2,2,5,0,0,0,1,2,2,0,11,2,4,8,0,1,0,0,7,0,1,1,17,0,0,0,0,0,0,2,25,0,0,0
1223,916907,0,3,0,0,0,0,1,1,0,0,1,5,0,0,0,0,7,6,2,0,0,0,39,0,13,49,0,0,0,0,0,0,0,6,0,0,0
1224,917251,0,6,0,2,0,0,0,0,0,1,0,15,0,0,0,0,0,0,0,0,0,0,23,0,3,6,1,0,0,0,0,0,0,47,0,0,1
1225,917273,0,5,1,0,0,3,0,0,0,0,0,0,0,57,0,2,29,0,0,0,0,2,0,0,2,16,0,0,2,2,0,0,3,9,0,0,0
1226,917470,1,30,0,1,0,1,0,0,0,0,1,3,0,0,1,4,4,0,0,0,0,8,0,1,1,15,0,0,0,1,0,0,0,1,0,0,0
1227,917491,0,5,2,1,2,6,0,0,2,1,1,0,0,10,0,0,9,0,0,0,1,8,0,0,3,31,0,0,0,1,0,0,4,23,0,0,0
1228,917520,0,3,1,0,1,1,0,0,0,61,0,2,0,12,2,3,10,0,0,0,24,4,0,0,0,71,0,0,0,0,1,0,2,24,0,0,14
1229,918160,0,29,0,1,0,0,0,0,0,6,0,2,0,0,0,0,6,0,1,0,0,10,0,4,0,30,0,0,0,0,0,0,0,9,0,0,0
1230,918541,1,4,0,1,4,1,0,0,0,9,0,2,0,0,0,1,4,0,0,0,9,5,0,0,2,23,0,0,0,0,0,0,0,7,0,0,0
1231,918573,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
1232,918580,1,3,0,0,0,1,0,0,0,0,0,2,0,10,0,3,5,0,0,0,0,1,0,0,1,10,0,0,0,0,0,0,2,1,0,0,0
1233,918646,0,25,1,0,0,0,0,0,0,0,4,7,0,1,0,1,10,0,0,0,0,0,2,23,2,34,0,0,0,1,0,0,1,3,0,0,0
1234,918965,0,6,0,0,2,7,0,0,0,0,1,3,0,2,0,5,7,0,0,0,0,2,0,0,2,14,0,0,0,0,0,0,1,3,0,0,0
1235,919012,0,4,0,3,0,4,0,0,0,0,0,2,0,1,2,6,5,0,0,0,0,4,3,0,0,11,0,0,0,0,0,0,1,14,0,0,0
1236,919175,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,6,0,0,5,0,5,0,0,10,32,0,0,0,0,0,0,1,4,0,0,1
1237,920112,1,3,0,1,0,0,1,0,0,0,0,28,0,0,0,2,5,8,21,0,0,0,36,0,12,38,2,0,0,0,0,0,0,20,0,0,0
1238,920371,0,10,1,0,0,5,0,0,0,1,1,2,0,10,1,3,19,1,1,0,0,10,3,0,0,41,0,0,0,0,0,0,3,18,0,0,0
1239,920424,0,9,0,0,5,4,0,0,0,0,0,0,0,17,0,1,14,0,0,0,0,0,0,0,27,59,0,0,0,0,1,0,2,15,0,0,0
1240,920427,0,0,0,1,0,0,0,0,0,0,1,8,0,0,0,6,1,1,2,0,0,0,14,0,14,16,0,0,0,0,0,0,0,11,0,0,0
1241,920465,0,0,0,0,0,0,0,0,0,48,0,0,0,45,0,1,8,0,0,0,17,0,0,0,3,63,0,0,3,0,1,0,1,0,0,0,12
1242,920522,2,14,0,2,0,0,0,5,0,0,0,20,0,0,0,4,7,0,0,0,0,0,57,1,3,27,1,0,0,0,0,0,3,91,0,0,0
1243,920760,1,1,0,1,0,0,0,4,0,0,1,10,0,0,0,3,2,2,10,0,0,1,42,0,1,25,0,0,0,4,0,0,0,7,0,0,0
1244,921082,4,1,0,0,0,0,0,0,0,0,0,11,0,0,0,3,0,0,0,0,0,0,14,0,1,13,0,0,0,0,0,0,0,41,0,0,0
1245,921112,0,6,0,0,2,1,0,0,0,0,0,10,0,0,0,1,0,0,0,0,0,1,12,0,2,6,0,0,0,0,0,0,3,25,0,0,0
1246,921114,0,5,1,0,1,1,0,0,0,30,1,0,0,59,1,7,14,0,0,0,27,1,0,2,6,83,0,0,3,3,0,0,4,27,0,0,0
1247,921183,2,3,0,0,0,0,0,0,0,0,2,22,0,0,0,3,2,3,0,0,0,0,17,0,5,32,0,0,0,0,0,0,0,2,0,0,0
1248,921299,2,23,1,0,1,4,0,0,1,60,1,0,0,88,1,9,22,0,0,0,28,2,0,0,17,178,0,0,2,0,0,0,5,39,0,0,10
1249,921557,0,10,0,0,0,0,0,2,0,0,0,25,0,0,0,0,6,2,5,0,0,0,19,0,5,31,0,0,0,0,0,0,0,17,0,0,0
1250,921825,0,8,0,1,0,0,0,0,0,0,0,15,0,0,1,1,4,0,1,0,0,0,20,0,1,10,0,0,0,0,0,0,2,20,0,0,0
1251,922247,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,16,0,0,0,0,0,0,1,1,0,0,0
1252,922330,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0
1253,922358,0,20,0,0,0,0,0,0,0,0,0,3,1,1,0,0,5,0,0,0,0,0,0,7,2,22,0,0,0,0,1,0,2,66,0,0,0
1254,922521,0,2,0,0,0,7,0,0,0,0,0,1,0,17,0,5,8,0,0,0,0,4,0,0,0,3,0,0,1,0,0,0,3,8,0,0,0
1255,922621,1,3,0,1,0,0,0,0,0,2,1,3,0,3,0,2,5,0,0,0,0,0,1,0,2,15,0,0,0,0,0,0,0,3,0,0,0
1256,922864,0,1,0,0,0,0,0,1,0,1,0,2,0,0,0,1,1,0,0,0,0,0,4,0,0,5,2,0,0,1,0,0,0,30,0,0,0
1257,923571,0,13,0,3,0,1,0,0,0,1,0,3,0,5,2,15,39,0,0,0,0,7,0,3,9,56,0,0,0,21,1,0,1,15,0,0,2
1258,924383,0,9,0,0,0,3,0,0,5,0,1,0,1,5,0,0,8,0,0,0,0,1,0,0,5,13,0,0,0,0,0,0,2,3,0,0,0
1259,924515,0,3,0,0,0,1,0,0,0,10,0,0,0,50,0,4,17,0,0,0,10,2,0,0,3,24,0,0,2,0,0,0,0,9,0,0,0
1260,924717,0,1,0,0,0,2,0,0,0,17,0,0,0,22,0,1,7,0,0,0,13,0,0,1,1,36,0,0,0,0,0,0,0,2,0,0,0
1261,924805,1,0,0,1,0,8,0,0,0,0,1,2,0,2,0,4,5,2,0,0,0,0,0,0,7,21,0,0,0,0,0,0,3,3,0,0,0
1262,924822,0,10,0,3,4,2,0,0,1,2,0,0,0,5,0,3,3,0,0,0,0,7,0,0,3,14,0,0,0,1,0,0,1,8,0,0,0
1263,924901,0,2,0,0,0,0,0,1,0,0,1,4,0,1,0,3,0,0,1,0,0,0,39,0,0,17,1,0,0,0,0,0,1,36,0,0,0
1264,925528,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,16,0,0,0,1,0,0,0,1,0,0,0
1265,925645,8,5,1,0,4,2,0,0,0,0,3,2,0,3,0,2,0,6,0,0,0,5,0,0,0,16,0,0,0,0,0,0,1,12,0,0,0
1266,925741,0,10,2,0,0,0,0,0,0,100,0,0,0,63,0,4,22,0,0,0,65,0,0,0,6,157,0,0,3,1,2,0,3,18,0,0,11
1267,926326,0,10,0,0,8,1,0,0,2,33,1,1,0,14,0,4,10,0,0,0,5,1,0,0,5,33,0,0,1,0,0,0,3,9,0,0,3
1268,926423,0,27,0,0,0,3,0,0,0,0,0,1,0,7,0,1,4,0,0,0,0,1,0,4,4,25,0,0,0,0,0,0,1,10,0,0,0
1269,926617,0,4,0,0,0,0,0,0,0,57,0,0,0,12,0,1,7,0,0,0,33,0,0,0,1,41,0,0,0,0,0,0,2,5,0,0,11
1270,927003,0,11,0,3,1,7,0,0,0,0,1,2,0,13,1,2,12,0,0,0,0,15,0,0,7,24,0,0,0,0,0,0,1,23,0,0,0
1271,927066,0,5,4,0,1,0,0,0,2,157,6,6,0,2,0,6,12,0,0,0,0,0,1,0,0,96,0,0,0,0,0,0,3,21,0,0,100
1272,927355,0,4,1,1,0,0,0,0,0,0,0,5,0,14,0,6,7,0,0,0,0,7,0,0,4,16,0,0,0,0,0,0,1,9,0,0,0
1273,927628,2,17,2,3,3,0,0,0,2,2,0,22,0,6,0,2,11,7,1,0,0,1,3,0,12,72,0,0,0,0,0,0,0,0,0,0,0
1274,927653,0,6,2,1,6,7,1,0,0,52,2,3,0,6,1,5,13,0,0,0,6,1,2,0,1,62,0,0,1,0,0,0,1,22,0,0,7
1275,927761,0,6,0,0,0,0,0,0,0,54,1,0,0,78,1,8,25,0,0,0,28,1,0,0,8,124,0,0,5,0,1,0,6,8,0,0,8
1276,928022,0,103,7,0,0,0,0,0,0,0,0,6,0,0,0,2,2,1,0,0,0,0,0,5,19,56,0,0,0,0,0,0,0,13,0,0,0
1277,928054,1,40,1,0,0,3,0,0,0,0,0,0,0,16,0,5,7,0,0,0,0,1,0,0,2,26,0,0,0,0,0,4,2,19,0,0,0
1278,928340,0,1,0,0,0,8,0,0,0,0,1,2,0,0,0,1,1,0,0,0,0,1,0,0,1,10,0,0,0,0,0,0,1,1,0,0,0
1279,928465,0,0,0,2,0,0,0,0,0,12,3,0,0,0,1,2,6,0,0,1,9,2,1,0,1,20,0,0,0,3,0,0,0,7,0,0,0
1280,928658,0,9,0,4,0,1,0,0,0,5,0,4,0,1,3,14,17,0,0,0,0,2,0,6,6,53,0,0,0,11,1,0,2,16,0,0,2
1281,929008,0,4,0,0,0,3,0,0,0,0,0,0,0,0,1,6,2,0,0,0,0,1,0,0,0,14,0,0,0,1,0,0,0,13,0,0,0
1282,929351,0,6,0,1,6,3,0,0,0,0,0,4,0,13,3,4,12,0,0,0,0,0,0,0,4,41,0,0,2,0,0,2,1,79,0,0,0
1283,929545,5,2,0,0,0,0,0,0,0,0,1,6,0,0,0,5,2,0,0,0,0,0,14,0,0,10,0,0,0,0,0,0,6,52,0,0,0
1284,929940,0,6,0,0,0,3,0,0,0,0,0,0,0,12,0,0,3,0,0,0,0,1,0,0,0,4,0,0,0,1,0,0,0,1,0,0,0
1285,930420,0,1,0,0,0,0,0,0,5,2,0,4,0,2,0,17,5,0,0,0,0,0,0,0,0,28,0,3,0,5,0,0,1,9,0,0,2
1286,930775,0,1,0,0,0,0,0,0,0,0,0,1,0,9,0,1,5,0,0,0,5,1,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0
1287,930810,0,1,0,1,0,0,0,0,0,0,0,11,0,0,0,1,0,1,1,0,0,0,15,0,3,14,0,0,0,0,0,0,7,17,0,0,0
1288,931015,0,5,0,6,0,3,0,0,0,0,0,3,0,10,0,4,10,0,1,0,0,7,0,1,0,13,0,0,1,0,0,0,1,8,0,0,0
1289,931059,0,4,0,0,0,0,0,0,0,69,0,0,0,1,0,2,7,0,0,0,0,0,0,0,4,46,0,0,0,1,0,0,4,6,0,0,23
1290,931148,0,38,0,0,0,6,0,0,0,0,4,10,1,26,4,0,6,0,0,0,0,1,0,2,2,24,0,0,0,1,0,0,1,24,0,0,0
1291,931584,0,6,1,0,1,1,0,0,0,0,0,3,0,0,2,2,4,0,0,0,0,3,0,0,2,7,0,0,0,0,0,0,1,3,0,0,0
1292,932696,0,2,0,0,2,2,0,0,2,0,0,1,0,5,1,2,5,0,0,0,0,2,0,0,0,13,0,0,0,0,0,0,1,14,0,0,0
1293,932781,5,3,0,0,0,0,0,1,2,1,1,8,1,0,0,3,10,12,3,0,0,0,32,0,32,54,0,0,0,0,0,0,0,11,0,0,0
1294,933034,1,6,0,1,0,2,0,0,0,0,2,0,0,0,3,0,0,0,1,0,0,3,0,1,0,3,0,0,0,0,0,0,0,9,0,0,0
1295,933136,3,9,0,2,0,0,0,4,0,0,1,28,0,4,0,7,16,0,20,1,0,0,53,0,20,66,4,0,0,0,0,1,0,8,0,0,0
1296,933141,3,10,0,0,0,0,2,1,1,0,2,24,0,0,0,5,7,5,2,0,0,0,20,0,15,50,0,0,0,0,0,0,2,15,0,0,0
1297,933738,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,1,0,0,0
1298,934549,0,0,3,1,0,0,0,0,1,0,0,0,0,79,0,1,35,0,0,0,0,0,0,0,3,5,0,0,5,0,1,0,0,14,0,0,0
1299,934612,1,4,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,0,2,0,0,0,17,0,0,0,1,0,0,4,3,0,0,0
1300,934648,0,3,0,1,0,1,0,0,0,0,2,5,0,0,0,2,3,1,0,0,0,1,2,0,1,15,0,0,0,0,0,0,4,24,0,0,0
1301,935493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0
1302,935494,0,4,0,0,1,5,0,0,1,0,0,0,0,11,0,3,6,0,0,0,0,4,0,0,3,14,0,0,0,0,0,0,0,20,0,0,0
1303,935703,2,3,0,2,0,2,0,0,1,2,3,7,0,1,2,11,15,0,1,0,0,4,0,0,1,8,0,0,0,3,0,0,3,3,0,0,0
1304,936395,0,7,3,0,2,7,0,0,0,0,0,0,0,23,0,3,8,0,0,0,0,15,0,0,3,34,0,0,0,0,1,3,2,23,0,0,0
1305,936446,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0
1306,936468,0,3,0,0,5,1,0,0,4,0,0,1,0,5,0,10,2,0,0,0,0,1,0,0,2,23,0,0,0,1,0,0,4,9,0,2,0
1307,936528,2,3,0,1,0,0,0,0,0,0,1,22,0,0,0,3,4,8,6,0,0,0,19,0,23,29,0,0,0,0,0,0,1,2,0,0,0
1308,937098,0,4,0,0,0,0,0,0,0,7,0,2,0,0,0,18,4,0,0,0,0,0,0,0,1,21,0,0,0,15,0,0,1,17,0,0,1
1309,937556,1,8,1,0,3,11,0,0,0,54,2,2,0,36,0,4,13,0,0,0,43,5,0,0,12,64,0,0,2,0,2,0,2,12,0,0,4
1310,937834,0,4,1,1,0,0,0,0,0,0,2,19,1,0,0,1,11,3,15,0,0,0,6,0,3,45,0,0,0,1,1,0,1,11,0,0,0
1311,937941,1,3,3,1,0,3,0,0,0,1,1,3,0,7,2,5,10,0,0,0,0,2,1,0,3,31,0,0,0,1,0,0,0,16,0,0,0
1312,939767,1,5,1,0,9,2,0,0,2,55,0,3,0,44,0,1,21,0,0,0,20,4,0,0,2,89,0,0,1,1,0,0,1,15,0,0,12
1313,939930,0,38,6,2,0,3,0,0,0,45,2,3,0,8,0,3,24,0,0,16,45,4,0,1,5,185,0,0,0,0,0,1,1,19,0,0,0
1314,940944,0,11,2,5,0,0,0,0,0,0,3,3,0,10,0,20,19,0,1,0,0,2,2,0,1,27,0,0,0,10,0,0,2,11,0,0,1
1315,941685,1,1,0,0,0,2,0,0,0,0,1,0,0,26,0,0,1,0,0,0,0,0,0,0,3,4,0,0,2,0,0,0,0,7,0,0,0
1316,943034,1,2,2,0,5,3,0,0,3,0,0,3,0,9,0,3,8,2,0,0,0,5,0,0,2,12,0,0,1,0,0,0,1,5,0,0,0
1317,943184,3,3,0,6,0,1,0,0,0,0,0,2,0,4,1,9,8,1,3,0,0,18,0,0,10,19,0,0,0,0,0,0,6,15,0,0,0
1318,943452,0,3,1,0,0,4,0,0,2,0,0,3,0,16,6,0,7,0,0,0,0,1,0,2,0,24,0,0,0,0,0,0,1,1,0,1,0
1319,943535,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2,0,0,0,0,0,0,8,2,0,0,0
1320,943819,0,6,3,1,1,1,0,0,3,62,1,3,0,12,1,4,6,0,0,0,33,3,0,0,2,58,0,0,0,1,0,0,0,29,0,0,8
1321,943861,1,85,3,0,0,0,0,0,0,0,0,3,0,0,1,1,4,0,0,0,0,0,0,8,10,38,0,0,0,1,0,0,0,13,0,0,0
1322,944075,1,2,0,0,3,0,0,0,0,0,0,0,0,17,0,1,4,0,0,0,0,2,0,0,3,3,0,0,0,0,0,0,0,4,0,0,0
1323,944314,0,1,0,0,0,0,0,0,0,2,1,12,0,0,0,0,1,0,0,0,0,0,8,0,1,5,1,0,0,0,0,0,1,45,0,0,2
1324,944480,0,1,0,0,0,2,0,0,0,0,0,2,0,14,0,1,2,0,0,0,0,3,0,0,0,21,0,0,1,1,0,0,1,6,0,0,0
1325,944695,1,7,0,0,0,2,0,0,0,6,3,16,0,1,0,4,8,4,3,0,0,1,2,0,6,48,1,0,0,5,0,0,4,11,0,0,4
1326,944745,4,2,0,0,1,1,0,1,0,0,2,23,0,0,0,5,10,6,2,0,0,0,18,0,15,35,0,0,0,0,0,0,3,10,0,0,0
1327,944792,0,1,0,0,0,0,0,0,0,0,1,8,0,0,0,1,2,3,2,0,0,0,5,0,10,17,0,0,0,0,0,0,0,0,0,0,0
1328,945114,0,5,0,0,0,4,0,0,0,0,2,1,0,4,0,3,5,0,0,0,0,13,0,0,2,7,0,0,0,1,1,0,3,21,0,0,0
1329,945384,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,2,5,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1330,945394,4,7,0,1,0,1,0,0,0,1,1,24,0,0,3,12,12,5,1,0,0,2,23,0,1,12,0,0,0,2,1,0,4,48,0,0,0
1331,945828,1,2,1,0,0,1,0,0,0,0,0,0,1,27,0,2,7,1,0,0,0,4,0,0,3,18,0,0,2,0,0,0,1,1,0,0,0
1332,945841,0,4,0,1,0,0,0,0,0,0,1,0,0,0,0,2,4,0,2,0,0,1,0,0,0,11,0,0,0,0,0,0,1,7,0,0,0
1333,945983,0,1,1,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,2,6,0,0,0,0,0,0,0,2,0,0,0
1334,946155,2,5,0,4,0,7,1,2,3,1,0,38,1,0,1,2,3,0,24,0,0,0,72,0,0,17,0,0,0,0,0,0,2,18,0,0,0
1335,946454,0,1,0,1,0,2,0,0,0,0,0,0,0,8,0,3,5,0,0,0,0,2,0,0,0,8,0,0,1,0,1,0,1,14,0,0,0
1336,946486,0,1,1,0,0,1,0,0,0,46,0,1,0,35,0,1,10,0,1,0,29,0,0,0,3,56,0,0,1,0,0,0,1,2,0,0,3
1337,946563,0,0,2,0,0,0,0,0,0,0,0,0,0,16,0,0,6,0,0,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
1338,946581,0,7,2,7,6,1,0,0,0,0,1,1,0,20,0,2,13,0,0,0,0,4,0,0,1,35,0,1,0,0,1,1,1,37,0,0,0
1339,946673,0,3,0,0,0,0,0,1,0,0,0,50,0,0,0,1,5,10,15,0,0,2,33,0,13,36,0,0,0,1,0,0,1,9,0,0,0
1340,946822,1,14,0,0,0,0,0,0,0,0,0,2,0,0,0,6,9,0,0,0,0,0,0,0,8,21,0,0,0,1,0,0,1,5,0,0,0
1341,947559,2,3,1,1,0,0,0,0,0,0,3,17,0,0,0,5,2,4,2,0,0,1,11,0,13,18,0,0,0,0,0,0,3,7,0,0,0
1342,948320,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,6,11,0,0,0,0,0,0,0,5,23,0,0,0,0,0,0,1,0,0,0,0
