,cik,list_broad_quantity_E,list_commodity_E,list_competition_E,list_consumer_E,list_elections_P,list_exchange_rate_E,list_financial_crisis_E,list_govt_enterprises_P,list_govt_spending_P,list_healthcare_E,list_inflation_E,list_interest_rates_E,list_invest_sentiment_E,list_ip_E,list_labor_disputes_E,list_labor_markets_E,list_litigation_E,list_monetary_P,list_other_financial_E,list_policy_agri_P,list_policy_food_P,list_policy_trade_P,list_real_estate_E,list_reg_energy_P,list_reg_finance_P,list_reg_generic_P,list_reg_housing_P,list_reg_immigration_P,list_reg_ip_P,list_reg_labor_P,list_reg_lawsuit_P,list_reg_other_P,list_security_P,list_taxes_P,list_trade_E,list_transport_P,list_welfare_P
2926,1500213,1,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,2,1,9,0,0,0,11,0,13,25,0,0,0,0,0,0,1,6,0,0,0
2927,1500217,3,5,0,3,0,0,0,0,0,1,1,16,0,0,1,4,4,1,1,0,0,0,41,0,0,22,0,0,0,1,0,0,1,77,0,0,0
2928,1500435,0,16,3,5,1,5,0,0,0,0,0,2,0,26,1,10,10,0,1,0,0,16,0,0,5,39,0,0,0,0,0,0,2,23,0,0,0
2929,1501257,0,2,0,0,0,1,0,0,0,0,0,0,0,2,0,5,6,0,0,0,0,1,0,0,2,7,0,0,0,0,0,0,2,3,0,0,0
2930,1501268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,1,0,0,0,0
2931,1501570,5,3,0,0,0,0,0,1,0,0,1,23,0,0,0,5,6,13,1,0,0,0,25,0,42,74,0,0,0,1,0,0,1,2,0,0,0
2932,1501585,0,8,0,0,0,0,0,0,0,0,0,2,1,11,1,7,9,0,0,0,0,0,0,5,2,30,0,0,0,1,0,0,8,14,0,0,0
2933,1501697,0,8,1,0,9,1,0,0,3,118,1,0,0,130,1,13,44,0,0,0,70,2,0,0,5,157,0,0,4,2,1,0,2,21,0,0,16
2934,1501729,4,23,4,1,0,0,1,0,5,0,0,30,0,0,1,5,3,5,1,0,0,0,1,0,25,57,0,0,0,0,0,0,7,65,0,0,0
2935,1501756,0,21,1,0,1,0,0,0,0,84,0,0,0,120,0,4,37,0,0,0,47,0,0,0,9,144,0,0,4,1,1,0,1,11,0,0,9
2936,1501989,0,17,0,0,0,0,0,0,1,100,0,0,0,136,0,8,38,0,0,0,63,0,0,0,7,171,0,0,2,3,2,0,2,18,0,0,11
2937,1502034,0,6,4,6,0,2,0,0,0,9,0,2,0,10,0,4,6,0,1,1,8,4,3,1,0,35,0,0,1,1,0,0,2,9,0,0,0
2938,1502152,1,5,0,0,0,0,0,0,0,24,0,0,0,10,0,2,9,0,0,0,20,0,0,0,8,22,0,0,0,0,0,0,0,0,0,0,0
2939,1502292,1,8,0,0,0,0,0,0,0,0,4,16,0,0,0,4,8,1,0,0,0,0,0,0,8,54,0,0,0,0,1,0,2,2,0,0,0
2940,1502377,0,5,0,0,0,1,0,0,0,0,59,1,0,0,0,0,3,0,0,0,0,0,0,1,3,13,0,0,0,1,0,0,0,3,0,0,0
2941,1502756,0,6,0,0,1,1,0,0,0,0,1,5,0,0,2,4,11,1,0,0,0,1,3,0,1,26,0,0,0,0,0,3,5,28,0,0,0
2942,1502966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,3,10,0,0,0,1,1,0,1,0,0,0,0
2943,1503274,0,9,1,0,1,1,0,0,3,43,0,0,0,128,0,5,27,0,0,0,33,1,0,2,7,69,0,0,3,0,1,0,0,6,0,0,2
2944,1503458,0,59,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,1,0,0,0,0,0,0,11,15,0,0,0,0,0,0,0,7,0,0,0
2945,1503707,0,2,0,0,3,2,0,0,0,55,1,12,0,0,1,9,15,0,2,0,0,0,39,0,11,54,1,0,0,12,0,0,6,73,0,0,14
2946,1504008,0,6,0,0,0,0,0,0,0,0,0,22,0,0,0,3,5,3,1,0,0,0,21,0,10,45,1,0,0,0,0,0,0,9,0,0,0
2947,1504167,0,8,0,0,0,0,0,0,0,79,0,0,0,113,0,3,31,0,0,0,56,0,0,0,6,114,0,0,4,1,1,0,5,5,0,0,6
2948,1504461,1,81,2,0,0,0,0,0,0,0,0,6,0,0,1,0,3,0,0,0,0,6,0,16,5,57,0,0,0,0,0,0,5,77,0,0,0
2949,1504619,5,9,0,1,2,8,0,0,1,2,2,46,0,0,0,4,9,1,0,0,0,1,0,0,12,30,0,0,0,0,0,0,1,39,0,0,0
2950,1504678,0,4,0,0,0,7,0,0,0,0,0,0,0,14,0,2,10,0,0,0,0,0,0,0,3,11,0,0,1,0,0,0,0,6,0,0,0
2951,1505155,0,6,0,0,8,6,0,0,0,0,0,0,0,25,0,2,19,0,0,0,0,2,0,0,5,29,0,0,1,0,0,0,0,24,0,0,0
2952,1505413,0,68,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,1,0,12,1,36,1,0,0,0,0,0,0,9,0,0,0
2953,1505512,0,9,0,0,0,0,0,0,3,69,1,0,0,68,1,13,24,0,0,0,35,1,0,0,5,87,0,0,0,2,0,0,1,19,0,0,8
2954,1505732,1,5,0,0,0,0,0,0,0,0,0,12,0,0,0,3,3,5,6,0,0,0,21,0,11,29,0,0,0,2,0,0,0,1,0,0,0
2955,1505952,0,8,4,0,0,3,0,0,1,1,0,0,1,43,0,14,37,0,0,0,0,1,0,0,5,55,0,0,0,1,2,3,2,33,0,0,0
2956,1506251,0,4,0,0,0,0,0,0,0,68,0,0,0,41,0,4,12,0,0,0,58,2,0,0,2,86,0,0,5,0,1,0,2,0,0,0,4
2957,1506307,0,47,2,0,0,3,0,0,0,0,0,7,0,0,1,3,3,0,0,0,0,9,0,20,2,62,0,0,0,0,0,0,2,7,0,1,0
2958,1506401,0,5,0,0,0,0,0,0,0,3,0,2,0,0,1,3,1,0,0,0,0,4,6,1,2,46,0,0,0,0,0,0,0,78,0,0,3
2959,1506439,2,6,1,0,0,2,0,0,0,2,0,1,0,15,0,2,15,0,0,0,0,1,0,0,5,40,0,0,1,0,0,0,1,11,0,0,0
2960,1506928,0,11,2,0,0,0,0,0,0,68,0,0,0,36,0,9,20,0,0,0,42,0,0,0,10,74,0,0,1,1,0,0,1,11,0,0,5
2961,1506929,0,0,0,0,0,0,0,0,0,0,15,16,0,0,1,3,1,4,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,0,0,0
2962,1506983,2,1,0,0,0,5,0,0,0,32,6,0,0,41,0,5,8,0,0,0,30,0,0,0,3,61,0,0,1,0,0,0,2,2,0,0,2
2963,1507079,0,10,0,5,0,1,0,0,1,3,2,6,0,12,2,8,21,0,1,0,0,13,2,0,4,34,0,0,0,2,0,0,3,13,0,0,0
2964,1507385,0,1,0,2,0,0,0,0,0,0,0,14,0,0,0,1,12,0,3,0,0,0,44,0,5,16,0,0,0,0,0,0,3,81,0,0,0
2965,1507563,4,5,0,2,0,0,0,0,3,0,2,3,0,9,1,10,14,0,0,0,0,0,20,0,6,36,0,0,1,3,0,0,5,102,0,0,0
2966,1507605,2,5,17,0,0,0,0,0,0,0,3,1,0,74,0,5,12,6,0,0,0,0,1,0,25,73,0,0,5,0,1,0,1,31,0,0,0
2967,1507964,0,18,0,1,0,2,0,0,0,0,17,1,0,1,1,2,2,1,0,0,0,0,0,2,12,31,0,0,0,0,0,0,0,11,0,0,0
2968,1508655,4,9,8,1,4,4,0,0,4,1,1,37,0,0,0,4,7,6,1,0,0,3,0,0,37,52,0,0,0,1,0,0,0,41,0,0,0
2969,1509190,0,8,1,0,0,0,0,0,2,7,0,1,0,108,0,4,33,0,0,36,7,0,0,0,5,82,0,0,4,0,1,0,1,6,0,0,0
2970,1509228,0,91,2,0,1,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,12,9,41,1,0,0,0,0,0,1,63,0,0,0
2971,1509261,0,4,0,0,0,0,0,0,0,21,0,0,0,50,0,1,14,0,0,0,20,0,0,0,7,57,0,0,1,0,0,0,1,4,0,0,1
2972,1509470,3,10,0,1,0,2,0,0,0,0,0,5,0,1,0,4,14,0,1,0,0,0,0,0,11,43,0,0,0,4,0,0,4,45,0,0,0
2973,1509892,5,9,0,0,1,3,0,0,3,1,0,34,0,0,0,2,10,1,0,0,0,0,0,0,18,23,0,0,0,0,0,0,1,22,0,0,0
2974,1510247,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,2,0,0,0,0
2975,1510487,0,13,4,0,1,1,0,0,0,86,0,0,0,148,0,5,39,0,0,0,34,1,0,0,6,131,0,0,5,2,2,0,1,29,0,0,18
2976,1511737,0,13,0,2,6,5,0,0,0,0,1,1,0,55,1,4,11,1,1,0,1,13,0,0,3,38,0,0,0,1,0,1,1,33,0,0,0
2977,1512077,1,8,4,0,3,2,0,0,0,0,1,2,0,14,0,6,31,0,0,0,0,0,0,0,4,70,0,0,0,0,0,4,8,11,0,9,0
2978,1512228,0,9,0,0,0,0,0,0,0,0,1,0,0,0,1,2,2,0,0,0,0,1,0,2,9,29,0,0,0,0,0,0,0,9,0,0,0
2979,1512673,1,12,0,0,4,6,0,0,0,1,0,1,0,26,3,11,25,1,0,0,0,9,0,0,7,78,0,1,0,0,1,0,0,22,0,0,1
2980,1512931,4,7,0,1,0,4,0,0,0,2,2,28,3,0,0,4,3,3,1,0,0,0,4,0,29,49,0,0,0,0,0,0,1,49,0,0,0
2981,1513525,1,15,1,1,0,0,0,0,0,98,1,0,0,56,1,10,25,0,0,0,64,1,0,0,9,112,0,0,2,0,2,0,3,4,0,0,16
2982,1513761,0,8,0,3,0,3,0,0,0,0,0,4,0,0,2,4,7,1,0,0,0,1,2,1,0,31,0,0,0,1,0,0,1,19,0,0,0
2983,1513818,0,10,0,0,0,1,0,0,0,77,1,0,0,111,2,13,25,0,0,0,43,2,0,0,9,129,0,0,7,0,1,0,3,26,0,0,7
2984,1513856,0,3,0,0,0,0,0,0,2,31,0,0,0,26,0,5,6,0,0,0,25,0,0,0,5,59,0,0,0,0,0,0,1,1,0,0,3
2985,1514056,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,1,5,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,1,0,0,0,0
2986,1514226,0,12,0,0,1,0,0,0,4,0,0,5,0,1,0,8,8,0,0,0,0,1,0,0,3,27,0,0,0,1,0,0,5,17,0,0,0
2987,1514281,1,9,5,0,0,0,0,34,1,0,1,49,0,0,0,2,7,6,58,0,0,0,80,0,17,30,1,0,0,0,0,0,0,49,0,0,0
2988,1514416,0,5,2,0,0,1,0,0,0,0,0,0,0,26,0,7,30,0,0,0,0,1,0,0,9,45,0,0,1,0,0,18,1,30,0,0,0
2989,1514705,0,81,2,0,0,0,0,0,0,0,1,6,0,7,3,4,14,0,0,0,0,1,0,1,1,33,0,0,0,1,0,0,1,19,0,0,0
2990,1514732,1,37,0,0,0,6,0,0,1,0,6,1,0,0,0,2,3,0,0,0,0,0,0,3,6,35,0,0,0,0,1,0,2,29,0,0,0
2991,1515139,3,2,1,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,11,25,0,0,0,0,0,0,0,1,0,0,0
2992,1515156,0,21,0,0,0,0,0,0,0,0,0,0,0,9,0,0,3,0,1,0,0,1,0,7,2,24,0,0,1,1,0,0,0,30,0,0,0
2993,1515317,0,16,0,0,0,5,0,0,0,0,15,0,0,0,2,1,4,0,0,0,0,0,0,0,9,27,0,0,0,0,0,0,0,5,0,0,0
2994,1515673,0,10,4,0,5,2,1,0,0,49,0,0,0,129,0,10,27,0,0,0,30,2,0,0,6,170,0,0,4,0,2,0,2,17,0,0,5
2995,1515740,0,1,0,1,0,0,0,0,0,13,0,0,0,26,0,1,8,0,0,0,13,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0
2996,1516479,0,5,0,0,0,0,0,0,0,97,0,0,0,90,1,5,30,0,0,0,61,0,0,0,1,124,0,0,1,1,0,0,1,23,0,0,14
2997,1516551,0,4,0,0,1,0,0,0,0,74,0,0,0,11,0,1,8,0,0,0,46,0,0,0,16,100,0,0,0,0,0,0,1,5,0,0,7
2998,1516559,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10,8,0,0,0,0,0,0,0,1,0,0,0
2999,1516887,0,2,1,0,0,2,0,0,0,32,0,0,0,23,0,2,7,0,0,0,20,1,0,1,5,22,0,0,1,0,0,1,1,0,0,0,1
3000,1517022,0,13,2,0,2,0,0,0,0,145,1,0,0,147,2,8,52,0,0,0,75,1,0,0,7,157,0,0,3,1,0,0,1,8,0,0,30
3001,1517130,1,8,0,0,0,10,0,0,0,0,1,0,0,1,0,18,1,2,0,0,0,0,0,0,5,53,0,0,0,0,0,0,0,19,0,0,1
3002,1517228,0,7,2,0,1,1,0,0,0,0,1,4,0,7,2,10,10,1,0,0,0,10,0,0,0,27,0,0,0,0,0,0,5,14,0,0,0
3003,1517302,0,7,0,0,3,3,0,0,0,0,0,1,0,0,0,5,13,3,0,0,0,0,0,0,9,59,0,0,0,2,0,0,2,51,0,0,0
3004,1517401,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,14,7,0,0,0,0,0,1,0,6,16,0,0,0,1,0,0,1,9,0,0,0
3005,1517498,4,4,0,2,0,0,0,0,0,9,4,1,0,16,0,2,15,2,0,0,7,1,0,0,1,23,0,0,0,0,0,0,0,1,0,0,0
3006,1517681,0,5,0,0,0,0,0,0,0,39,0,1,0,48,0,4,14,0,0,0,16,0,0,0,14,56,0,0,3,0,0,0,1,3,0,0,8
3007,1518336,0,1,0,3,0,0,0,0,0,0,0,3,0,0,0,3,7,0,0,0,0,0,11,1,5,16,0,0,0,0,0,0,3,0,0,0,0
3008,1518403,0,99,11,1,0,0,0,0,0,0,0,2,0,0,0,2,8,0,0,0,0,1,0,23,23,75,1,0,0,0,0,1,1,10,0,0,0
3009,1518520,0,2,0,0,0,0,0,0,0,0,0,1,0,21,0,3,12,0,0,0,0,1,0,0,6,9,0,0,1,0,0,0,2,5,0,0,0
3010,1518587,7,76,1,2,1,5,0,0,0,1,1,8,0,2,3,2,4,1,0,0,0,6,0,2,4,40,0,0,0,7,0,0,3,14,0,0,0
3011,1518621,1,6,7,0,0,0,1,19,0,0,3,56,0,0,0,1,0,15,7,0,0,0,39,0,19,27,1,0,0,1,0,0,0,73,0,0,0
3012,1518715,2,4,0,1,0,0,1,3,0,0,0,41,1,0,0,5,11,7,13,0,0,0,80,0,24,60,7,0,0,0,0,0,0,3,0,0,0
3013,1520048,0,68,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,18,2,50,1,0,0,0,2,0,0,21,0,0,0
3014,1520262,0,6,1,0,1,4,0,0,1,56,1,1,0,45,0,4,26,0,0,0,40,0,0,0,3,79,0,0,1,0,0,0,0,25,0,0,5
3015,1520528,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,12,0,6,5,0,0,2,0,0,0,2,0,0,0,0
3016,1521036,0,8,1,0,0,1,0,0,0,80,0,5,0,50,1,5,12,0,0,0,26,2,0,0,2,74,0,0,2,0,0,0,0,5,0,0,24
3017,1521168,0,92,2,0,1,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,11,2,41,1,0,0,0,0,0,0,68,0,0,0
3018,1521332,2,9,0,1,5,6,0,0,0,0,2,2,0,11,6,3,4,0,2,0,0,8,0,0,0,19,0,0,0,1,0,0,0,16,0,1,1
3019,1521466,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,3,5,0,0,0,0,0,0,0,1,0,0,0
3020,1521847,0,115,3,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,1,13,12,60,0,0,0,0,0,0,1,10,0,0,0
3021,1521945,6,10,0,0,0,0,0,0,0,0,0,37,0,0,2,0,12,4,0,0,0,0,0,0,33,50,0,0,0,0,2,0,6,112,0,0,0
3022,1522165,1,5,0,1,0,0,0,0,0,3,1,1,0,2,0,4,4,0,0,0,3,0,0,1,9,12,0,0,0,0,0,0,1,1,0,0,0
3023,1522222,0,9,0,1,0,0,0,0,0,8,0,4,0,17,2,3,18,0,0,0,8,0,0,0,4,104,0,0,0,0,0,0,1,5,0,0,0
3024,1522327,2,3,0,0,0,0,3,4,0,0,0,9,0,0,0,1,8,7,10,0,0,0,26,0,20,50,0,0,0,0,0,0,2,10,0,0,0
3025,1522602,0,6,0,0,0,0,0,0,0,10,0,0,0,37,0,1,8,0,0,0,9,0,0,0,5,43,0,0,1,0,1,0,0,0,0,0,0
3026,1522704,0,0,0,1,0,0,0,0,0,19,0,1,0,5,0,1,6,0,0,0,15,0,0,0,5,21,0,0,0,0,0,0,1,0,0,0,0
3027,1522727,0,42,0,0,0,0,0,0,0,0,0,5,0,0,0,3,5,0,0,0,0,0,0,21,2,39,1,0,0,0,1,0,2,77,0,0,0
3028,1522767,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,4,9,0,0,0,1,0,0,0,0,21,0,0,0,0,1,0,2,0,0,0,0
3029,1524025,0,4,1,5,0,0,0,0,0,0,0,0,0,14,3,12,11,0,1,0,0,1,2,0,5,21,0,0,0,1,0,0,2,13,0,0,0
3030,1524223,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,1,6,0,0,0,0,0,0,0,6,31,0,0,0,3,0,0,3,36,0,0,0
3031,1524472,0,2,0,0,3,7,0,0,0,0,1,4,0,11,2,3,5,0,0,0,0,12,1,1,2,39,0,0,0,0,0,3,3,19,0,0,0
3032,1524741,0,37,0,0,0,0,0,0,0,1,1,2,0,12,4,9,16,0,0,0,0,2,2,8,1,58,0,0,0,6,0,0,3,6,0,0,1
3033,1524769,0,72,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,7,4,22,0,0,0,0,1,0,2,74,0,0,0
3034,1524931,0,3,0,2,0,0,0,0,0,4,1,2,0,11,0,16,11,0,0,0,1,0,1,0,7,29,0,0,0,11,0,0,2,6,0,0,0
3035,1525221,1,67,0,0,2,6,0,0,0,0,1,2,0,1,6,8,3,0,0,0,0,6,1,0,4,63,1,0,0,2,0,0,7,26,0,6,0
3036,1525287,1,33,0,0,0,2,0,0,0,0,0,3,0,1,0,2,1,0,0,0,0,0,0,6,1,35,0,0,0,0,0,0,1,79,0,0,0
3037,1525759,4,14,4,1,1,2,1,0,7,0,1,28,0,0,0,3,3,7,1,0,0,1,2,0,29,55,0,0,0,0,0,0,4,66,0,0,0
3038,1526119,0,6,2,0,0,0,0,0,0,81,0,2,0,55,0,5,23,0,0,0,39,0,0,0,1,105,0,0,3,2,0,0,1,4,0,0,10
3039,1526520,2,3,3,1,4,12,0,0,0,0,0,3,0,15,0,4,16,0,0,0,0,0,0,0,1,41,0,0,0,0,1,0,2,88,0,0,0
3040,1526689,1,3,2,2,0,0,0,0,0,0,0,1,0,13,0,5,8,0,1,0,0,0,0,0,8,28,0,0,2,0,0,0,2,4,0,0,0
3041,1526952,2,0,0,0,0,0,1,1,0,0,0,15,0,0,0,3,1,2,10,0,0,0,14,0,10,31,0,0,0,0,0,0,0,6,0,0,0
3042,1527166,5,24,13,1,13,4,4,0,1,4,3,20,1,3,1,8,23,10,3,0,0,11,18,4,62,165,2,0,0,5,1,1,9,224,0,0,2
3043,1527190,0,3,2,2,0,0,0,0,0,0,0,1,0,8,0,0,1,0,0,0,0,0,0,0,1,16,0,0,0,0,0,0,0,1,0,0,0
3044,1527355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
3045,1527383,2,1,0,1,0,0,1,4,0,0,0,19,0,0,0,3,6,7,5,0,0,0,27,0,34,38,0,0,0,0,0,0,4,14,0,0,0
3046,1527469,1,6,0,0,0,2,1,0,0,0,0,24,0,0,0,2,13,1,9,0,0,0,30,0,8,64,0,0,0,0,2,0,1,67,0,0,0
3047,1527590,1,7,5,0,0,0,2,25,4,1,1,79,0,0,0,6,11,3,123,3,0,1,123,0,44,60,3,0,0,0,0,0,1,115,0,0,2
3048,1527599,0,6,5,0,0,0,0,0,3,60,0,0,0,129,0,8,28,0,0,0,35,0,0,0,10,107,0,0,1,1,1,0,2,1,0,0,6
3049,1527613,1,3,1,2,0,3,0,0,0,14,1,0,0,26,0,9,9,0,0,0,14,2,0,0,12,44,0,0,0,1,0,0,7,10,0,0,0
3050,1527675,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,4,0,12,10,0,0,0,0,0,0,0,1,0,0,0
3051,1527702,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,1,0,0,2,7,0,0,0,0,0,0,1,3,0,0,0
3052,1527709,0,83,0,0,0,1,0,0,0,0,0,5,0,0,0,1,4,0,0,0,0,0,0,8,3,39,0,0,0,0,0,0,1,57,0,0,0
3053,1527728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3054,1527844,0,2,0,0,0,0,0,0,0,0,0,0,0,12,0,0,7,0,0,0,0,0,0,0,14,12,0,0,0,0,0,0,2,2,0,0,0
3055,1528098,0,6,0,4,0,0,0,0,0,1,0,1,0,16,1,12,4,0,1,0,0,2,0,1,4,26,0,0,2,2,0,0,3,5,0,0,0
3056,1528129,0,115,3,0,0,0,0,0,0,0,0,5,0,0,1,1,10,0,0,0,0,2,0,17,9,67,0,0,0,0,0,0,0,14,0,0,0
3057,1528356,0,30,4,0,0,0,0,0,2,0,0,3,0,11,0,1,9,0,0,0,0,5,0,1,1,34,0,0,0,0,1,0,2,12,0,0,0
3058,1528557,0,19,1,1,0,1,0,0,3,79,1,0,0,22,0,6,19,0,0,0,54,2,0,0,8,80,0,0,1,1,0,0,1,26,0,0,7
3059,1528849,1,8,2,8,3,3,0,0,0,0,1,2,0,10,6,13,20,0,0,0,0,16,27,1,5,43,0,0,0,3,0,1,1,23,0,0,1
3060,1528930,1,1,2,0,0,0,0,0,0,5,0,5,0,9,0,14,30,0,0,0,0,0,0,0,5,54,0,3,0,6,0,0,0,135,0,0,3
3061,1528985,2,2,0,2,0,0,0,0,0,0,4,22,0,0,0,8,5,0,10,0,0,0,93,1,13,22,0,0,0,1,0,0,8,53,0,0,0
3062,1529113,0,4,2,1,0,0,0,0,0,0,1,1,0,19,0,12,15,0,0,0,0,6,0,0,16,42,0,0,2,0,0,0,4,7,0,0,0
3063,1529377,5,11,7,2,0,0,4,0,3,0,1,49,0,0,0,3,6,10,53,0,0,1,78,0,55,60,0,0,0,0,0,0,3,88,0,0,0
3064,1529628,2,49,0,0,0,0,0,0,0,0,0,0,0,14,1,4,12,0,0,0,0,1,0,11,9,47,0,0,0,0,0,0,1,9,0,0,0
3065,1529864,1,18,9,0,3,3,0,0,0,0,0,5,1,8,0,3,22,0,8,0,0,0,0,0,39,111,0,0,0,0,0,0,4,15,0,0,1
3066,1530249,0,7,0,0,0,0,0,1,0,0,2,58,0,0,0,4,4,10,17,1,0,1,84,0,5,34,0,0,0,0,0,0,0,10,0,0,0
3067,1530721,1,4,1,6,4,5,0,0,0,0,1,1,0,12,2,7,3,0,1,0,0,8,2,0,2,15,0,0,0,1,0,0,4,20,0,0,0
3068,1530746,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,15,10,0,0,0,0,0,0,0,1,0,0,0
3069,1530766,0,1,1,0,0,0,0,0,0,37,1,0,0,16,0,2,14,0,0,0,18,0,0,0,4,44,0,0,1,1,0,0,1,1,0,0,7
3070,1530950,0,11,1,1,5,4,0,0,1,4,2,12,0,13,3,6,11,0,0,4,3,11,0,0,3,36,0,0,0,1,0,0,1,11,0,0,0
3071,1531031,3,3,0,0,0,0,0,1,0,0,1,14,0,0,0,7,5,4,6,0,0,0,22,0,10,38,0,0,0,1,0,0,0,11,0,0,0
3072,1531152,1,8,1,8,0,0,0,0,0,2,2,7,0,13,1,7,12,0,1,0,0,2,0,0,10,28,0,0,0,3,0,0,1,16,0,0,3
3073,1532286,2,56,0,0,0,3,0,0,0,0,0,2,0,21,0,10,10,0,0,0,0,0,0,13,8,57,0,0,1,4,0,0,2,13,0,1,0
3074,1532595,1,0,0,1,0,2,0,0,0,0,0,0,0,2,1,5,2,0,0,0,0,2,0,0,10,17,0,0,0,0,0,0,4,3,0,0,0
3075,1532619,0,6,0,0,0,0,0,0,0,0,4,8,0,0,0,0,2,0,0,0,0,0,7,0,0,10,0,0,0,0,0,0,1,17,0,0,0
3076,1532961,0,1,0,0,0,0,0,0,0,0,1,5,0,6,0,10,6,0,0,0,0,0,0,1,4,27,0,0,0,0,0,0,2,3,0,0,0
3077,1533040,0,3,0,0,0,0,0,0,0,35,0,0,0,17,0,3,3,0,0,0,23,0,0,0,0,36,0,0,1,1,0,0,0,0,0,0,5
3078,1533615,2,4,0,0,0,0,0,0,1,131,2,18,2,0,0,2,7,0,0,0,0,0,33,0,3,27,0,0,0,0,2,0,1,79,0,0,20
3079,1533743,0,8,1,0,0,0,0,0,0,61,0,0,0,53,0,5,16,0,0,0,55,0,0,0,1,97,0,0,2,0,0,0,2,1,0,0,2
3080,1533758,2,3,1,0,3,4,0,0,0,0,1,0,0,19,0,1,9,0,0,0,0,5,0,0,1,52,0,0,1,0,0,12,4,23,0,0,0
3081,1533924,0,119,6,0,0,0,0,0,0,0,0,5,0,0,1,0,2,0,0,0,0,0,0,12,11,54,0,0,0,1,0,0,0,14,0,0,0
3082,1533932,0,0,2,1,7,4,0,0,1,0,0,7,0,10,0,2,14,3,0,0,0,1,0,0,9,54,0,0,0,4,0,0,1,24,0,0,1
3083,1533998,0,6,0,1,0,7,0,0,0,39,0,0,0,61,1,3,13,0,0,0,11,0,0,0,6,47,0,0,1,0,2,0,2,3,0,0,8
3084,1534120,0,6,0,0,0,0,0,0,0,117,2,0,0,85,1,6,41,0,0,0,60,1,0,0,5,164,0,0,4,1,2,0,2,15,0,0,20
3085,1534154,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,2,7,0,0,0,0,1,0,0,7,17,0,0,1,0,0,0,3,0,0,0,0
3086,1534254,4,3,0,0,3,3,2,0,4,0,1,26,0,0,0,4,2,4,0,0,0,0,0,0,16,25,0,0,0,0,0,0,1,21,0,0,0
3087,1534504,2,66,1,2,0,0,0,0,0,0,2,3,1,0,4,5,8,0,0,0,0,0,0,10,6,54,0,0,0,3,0,0,5,49,0,1,0
3088,1534525,0,2,0,0,0,0,0,0,0,36,0,0,0,97,0,3,27,0,0,0,21,0,0,0,6,91,0,0,2,1,1,0,0,16,0,0,2
3089,1534675,8,18,1,2,1,11,2,0,0,0,3,9,0,0,0,6,3,11,0,0,0,17,1,0,2,36,0,0,0,0,1,0,5,33,0,0,0
3090,1534701,0,41,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,4,0,21,0,0,0,0,0,0,4,15,0,0,0
3091,1534708,0,5,0,0,0,0,0,0,0,2,1,0,0,4,0,3,6,0,0,0,2,0,0,0,4,21,0,0,0,0,0,0,1,6,1,0,0
3092,1534992,0,5,0,2,0,0,0,0,0,3,2,1,0,7,0,12,9,0,1,0,1,2,1,0,0,14,0,2,0,6,0,0,1,3,0,0,0
3093,1535379,0,5,0,0,0,4,0,0,0,0,0,0,1,32,0,14,20,0,0,0,0,1,0,0,6,34,0,0,0,0,0,0,3,23,0,0,0
